iter	MultiClass
486	0.09971773216
487	0.09944711963
488	0.09924955755
489	0.09895628116
490	0.09872415322
491	0.09853091458
492	0.09824545876
493	0.09794115935
494	0.09749356485
495	0.09730273568
496	0.09713791296
497	0.09676902698
498	0.09659549586
499	0.09624858704
500	0.0958660349
501	0.09564177393
502	0.09535891601
503	0.09500848131
504	0.09458938122
505	0.09420648042
506	0.09394152305
507	0.09369190984
508	0.09344631263
509	0.09312665404
510	0.09288452001
511	0.09261564885
512	0.09234269662
513	0.0921444452
514	0.09178092639
515	0.09142873136
516	0.0912801797
517	0.09104916122
518	0.09078222002
519	0.09058606673
520	0.09032219143
521	0.08999176656
522	0.08967307543
523	0.08950837643
524	0.08934252669
525	0.08911355413
526	0.0889093391
527	0.08872250086
528	0.08855976664
529	0.08836399333
530	0.0882102712
531	0.08796420462
532	0.08780219396
533	0.08764548646
534	0.08735479214
535	0.08714434188
536	0.08681106983
537	0.08654893213
538	0.08639996425
539	0.08622012212
540	0.08605597335
541	0.08587808659
542	0.08570803747
543	0.08538733478
544	0.08522169051
545	0.08505188506
546	0.0847807235
547	0.08455731303
548	0.08432489678
549	0.08409484868
550	0.08388435768
551	0.08367810759
552	0.08353297721
553	0.08321665739
554	0.08311375015
555	0.08285879491
556	0.08261555501
557	0.0823612727
558	0.08216350139
559	0.08194911063
560	0.08179347324
561	0.08158534653
562	0.08136315326
563	0.08113379086
564	0.08087522854
565	0.08071532701
566	0.08054181312
567	0.08026607137
568	0.08008286457
569	0.07992567744
570	0.07970523331
571	0.07946779135
572	0.07935227499
573	0.07908349752
574	0.07885215256
575	0.07858009211
576	0.07843838993
577	0.0782500461
578	0.07800764811
579	0.07780833009
580	0.07759983964
581	0.07736376683
582	0.0771528691
583	0.07690850488
584	0.07670525672
585	0.07652817087
586	0.07629228439
587	0.07611875546
588	0.07596743247
589	0.07580511159
590	0.07565852326
591	0.07550241547
592	0.07537713445
593	0.07514013397
594	0.07498551477
595	0.07483323738
596	0.07465999502
597	0.07451152918
598	0.07440912275
599	0.07415214505
600	0.0740408677
601	0.07384637342
602	0.0736517377
603	0.07345366086
604	0.07332540543
605	0.07316113432
606	0.07303776361
607	0.0729010493
608	0.07279771581
609	0.07269925824
610	0.07253287405
611	0.07238450346
612	0.07222126453
613	0.07204879004
614	0.07189385607
615	0.07168302206
616	0.07155095798
617	0.07142487558
618	0.07125167611
619	0.07116683027
620	0.0709696088
621	0.0707857468
622	0.0706461907
623	0.0704858301
624	0.07028697713
625	0.07004513999
626	0.06989058178
627	0.06976782491
628	0.06961110888
629	0.06941450253
630	0.06926361547
631	0.06910709187
632	0.06889516127
633	0.06877868783
634	0.06860207505
635	0.06845728373
636	0.068275416
637	0.06812204686
638	0.06797425579
639	0.0678136109
640	0.06769144657
641	0.06753909112
642	0.06734184857
643	0.06716082637
644	0.06695496536
645	0.06681149302
646	0.0667130844
647	0.0665525087
648	0.0664119701
649	0.06625310932
650	0.06607274889
651	0.06593330108
652	0.06577201217
653	0.06560758769
654	0.06546757789
655	0.06535271362
656	0.06515776779
657	0.06502327568
658	0.06488818777
659	0.06474281819
660	0.06461767666
661	0.06452392668
662	0.06436926961
663	0.06427271287
664	0.06413570479
665	0.06403234165
666	0.06388881775
667	0.06373315505
668	0.06362046463
669	0.06348374032
670	0.06340991752
671	0.06328562068
672	0.06316331368
673	0.06298954193
674	0.06284311414
675	0.06273753808
676	0.06260479143
677	0.06243877965
678	0.06228128243
679	0.06215085205
680	0.06202402546
681	0.06187303912
682	0.06172227826
683	0.06159219923
684	0.06142983461
685	0.06129426862
686	0.06112988555
687	0.06099648665
688	0.06081508317
689	0.06073097838
690	0.06066217143
691	0.0605203925
692	0.06041377294
693	0.06029745755
694	0.06019747204
695	0.0600767677
696	0.0600196154
697	0.0598738825
698	0.05974898111
699	0.05963339265
700	0.05949879531
701	0.05940592606
702	0.05924674585
703	0.05916347803
704	0.05906389385
705	0.05892757878
706	0.05878957568
707	0.05864188494
708	0.05850758133
709	0.05838889513
710	0.05830866407
711	0.05820961165
712	0.05811481233
713	0.05795548081
714	0.05783671765
715	0.05771253266
716	0.05758656941
717	0.05741515079
718	0.05731243976
719	0.05722896177
720	0.05713866894
721	0.05703847609
722	0.05694101485
723	0.0568258518
724	0.05674432198
725	0.05663524958
726	0.05651375289
727	0.05642766265
728	0.05633397934
729	0.05620678367
730	0.05609724896
731	0.05603255058
732	0.05595878238
733	0.05588380954
734	0.05578058074
735	0.05569660888
736	0.0556086651
737	0.0555195544
738	0.05538066027
739	0.05530711272
740	0.05517206825
741	0.0550784586
742	0.05494940383
743	0.054869761
744	0.05474803897
745	0.05469849702
746	0.05458507383
747	0.0545184043
748	0.05441446772
749	0.0543273265
750	0.05418992184
751	0.05411357221
752	0.05400580846
753	0.05390961405
754	0.05380159585
755	0.05368921941
756	0.05357875822
757	0.05346355319
758	0.05334195485
759	0.0532256349
760	0.05314140128
761	0.05303548738
762	0.05294958205
763	0.0528509965
764	0.05275555722
765	0.05265177456
766	0.05257901079
767	0.05249470559
768	0.05242953118
769	0.05234228861
770	0.05225483192
771	0.05212196289
772	0.05202163805
773	0.05191567188
774	0.05180538129
775	0.05168678451
776	0.05161593864
777	0.05150410667
778	0.05145240625
779	0.05135901051
780	0.05126318992
781	0.05117142682
782	0.0510537335
783	0.05096632078
784	0.05084604581
785	0.05077700875
786	0.05067696877
787	0.05058659236
788	0.05050982932
789	0.05043921928
790	0.05036068038
791	0.05026322817
792	0.05018806813
793	0.05006830976
794	0.04998203504
795	0.04988719626
796	0.04979999022
797	0.04971773498
798	0.04963769579
799	0.04958816831
800	0.04948406044
801	0.04936142051
802	0.04927378104
803	0.04919989503
804	0.04911493009
805	0.04901477057
806	0.04894307626
807	0.048856434
808	0.04879213417
809	0.04872340136
810	0.04865087153
811	0.04855569698
812	0.04843962266
813	0.0483352265
814	0.04824512731
815	0.04816209981
816	0.04807559754
817	0.04798177965
818	0.04790040449
819	0.04782470346
820	0.0477561184
821	0.04767059121
822	0.04759409865
823	0.04752901847
824	0.04742445279
825	0.04734355262
826	0.04725585229
827	0.0471973875
828	0.04710878351
829	0.04704096477
830	0.0469489729
831	0.0468704931
832	0.04680929783
833	0.04671224021
834	0.04664305873
835	0.0465796891
836	0.04649893498
837	0.04640636705
838	0.04633117098
839	0.0462929868
840	0.04621650457
841	0.0461403803
842	0.04607800066
843	0.04600339145
844	0.04593045032
845	0.04583412294
846	0.04574616398
847	0.04568589839
848	0.04561975277
849	0.04556776548
850	0.0454845106
851	0.0454195747
852	0.04535168513
853	0.04526602253
854	0.0451884875
855	0.04510317364
856	0.0450396855
857	0.0449384695
858	0.04489409827
859	0.04485160045
860	0.04475766082
861	0.0447002719
862	0.04462581171
863	0.04454336108
864	0.04450371501
865	0.04444998785
866	0.04438140675
867	0.04432671584
868	0.04426619775
869	0.04420265606
870	0.04414723036
871	0.04408407355
872	0.04403440894
873	0.0439828433
874	0.04391907076
875	0.04385190617
876	0.04377662844
877	0.0436911827
878	0.04363302476
879	0.04355478457
880	0.04349213294
881	0.04343001629
882	0.04335596692
883	0.04329123751
884	0.04323728017
885	0.04316927151
886	0.04309030424
887	0.04301317151
888	0.0429525643
889	0.04285389298
890	0.0427882743
891	0.0427338074
892	0.04268314779
893	0.04262438595
894	0.04256222227
895	0.04250573338
896	0.04245782459
897	0.04240244417
898	0.04232290364
899	0.04226680953
900	0.04221356929
901	0.04212678524
902	0.04206669453
903	0.0419836052
904	0.04192032931
905	0.04184844273
906	0.04175060115
907	0.04168791702
908	0.04163777945
909	0.04156076033
910	0.04148806431
911	0.04141549738
912	0.04134452665
913	0.04127154464
914	0.04118031412
915	0.04110778427
916	0.04105178719
917	0.04097743712
918	0.04093422802
919	0.04086721657
920	0.04082204283
921	0.04075016868
922	0.04069839539
923	0.0406326469
924	0.04057871879
925	0.0405020002
926	0.04042866
927	0.04037129691
928	0.04032850596
929	0.04027308381
930	0.04020008471
931	0.0401522465
932	0.04010171361
933	0.04002772769
934	0.03994725948
935	0.03989673575
936	0.03985392361
937	0.03981600134
938	0.03977094853
939	0.0396834479
940	0.03961598823
941	0.03958138545
942	0.03953151754
943	0.03945345029
944	0.03938974806
945	0.03931924295
946	0.03924556994
947	0.03917439999
948	0.03911450519
949	0.03907027496
950	0.03902755429
951	0.03897637647
952	0.03894064868
953	0.03886669521
954	0.03880012948
955	0.0387638648
956	0.03873382241
957	0.03866305897
958	0.03860482943
959	0.03853579854
960	0.03847909995
961	0.03839514252
962	0.03835222755
963	0.03828375959
964	0.03823944554
965	0.0382035438
966	0.0381588059
967	0.03811063248
968	0.03806184644
969	0.03802668983
970	0.037977757
971	0.03793034934
972	0.0378676848
973	0.03781476412
974	0.03774983428
975	0.03768648653
976	0.03764866777
977	0.03759426211
978	0.03756523917
979	0.03750774732
980	0.03745631869
981	0.03738881821
982	0.03735563514
983	0.037326999
984	0.03728166116
985	0.03722765732
986	0.0371681487
987	0.03711142202
988	0.0370369756
989	0.03699487446
990	0.03692025703
991	0.03687330127
992	0.03681400159
993	0.03676048395
994	0.03671568165
995	0.03666729064
996	0.03661374578
997	0.03656186843
998	0.03649890986
999	0.03643747618
