iter	Logloss
0	0.37668363
1	0.2459010713
2	0.1491420775
3	0.1177477907
4	0.08622261682
5	0.06954290645
6	0.06088619817
7	0.05516669654
8	0.05215546543
9	0.05017650684
10	0.04885488894
11	0.04777601063
12	0.04692270407
13	0.04602550644
14	0.04525413191
15	0.04478415069
16	0.0442955319
17	0.04388988575
18	0.04335107799
19	0.04285050287
20	0.04246538636
21	0.04208329923
22	0.04172616283
23	0.04142957478
24	0.04100755799
25	0.04075097338
26	0.04046797509
27	0.04000362432
28	0.03936688367
29	0.03918957572
30	0.03899741777
31	0.03884298868
32	0.03861046007
33	0.03834857152
34	0.03798710563
35	0.03778735984
36	0.03750262042
37	0.03730056698
38	0.03716820598
39	0.036773501
40	0.03655258101
41	0.03639813156
42	0.0361400416
43	0.03597154443
44	0.03576638784
45	0.03543908885
46	0.03497102346
47	0.03475606722
48	0.03463731378
49	0.03450466103
50	0.03418507455
51	0.03412569486
52	0.03398809522
53	0.03367853228
54	0.03362046967
55	0.03350267542
56	0.03328800837
57	0.03315461949
58	0.03303344645
59	0.03294849099
60	0.03277184031
61	0.03237342834
62	0.03222207188
63	0.03199806061
64	0.03192419982
65	0.03187573332
66	0.03165879171
67	0.03133179464
68	0.03124003073
69	0.03087922762
70	0.03074258166
71	0.03057219411
72	0.03040685861
73	0.0303244313
74	0.03008175744
75	0.02979126502
76	0.02972776151
77	0.02954259731
78	0.0293153315
79	0.02923164351
80	0.02913257587
81	0.0288964802
82	0.02873528168
83	0.02850222386
84	0.02812249017
85	0.02796018405
86	0.02787407222
87	0.02774993851
88	0.02756588954
89	0.02732419056
90	0.02721602591
91	0.02712849651
92	0.0270832926
93	0.02699099058
94	0.02681533683
95	0.02669493004
96	0.02656233793
97	0.02636596286
98	0.02624030344
99	0.02592748131
100	0.02576333186
101	0.02556721164
102	0.02539382399
103	0.02526330757
104	0.02515579765
105	0.02509594642
106	0.0249817629
107	0.02483351891
108	0.02473650237
109	0.02458745991
110	0.02441522862
111	0.02433405139
112	0.02423122672
113	0.02411750583
114	0.02390077158
115	0.02379698984
116	0.023699855
117	0.02363067057
118	0.02351342079
119	0.02336729914
120	0.02323856498
121	0.02305368913
122	0.02286675412
123	0.02271125432
124	0.02265919702
125	0.0225017233
126	0.02236887507
127	0.02229644161
128	0.0220541142
129	0.02200753597
130	0.0218975492
131	0.02176241114
132	0.02169276408
133	0.02161733857
134	0.02152728568
135	0.02144221912
136	0.02133270813
137	0.02123880153
138	0.0211774246
139	0.02110434999
140	0.02106485541
141	0.02104193203
142	0.02084425345
143	0.02070153984
144	0.02057744133
145	0.02041125139
146	0.02017653174
147	0.02004095012
148	0.01981039501
149	0.01973982438
150	0.01964402103
151	0.01955411189
152	0.01950358412
153	0.01947039125
154	0.01937303208
155	0.01926307373
156	0.0192063812
157	0.01915718917
158	0.01901006932
159	0.01893657618
160	0.01890172785
161	0.01885190271
162	0.01869631598
163	0.0186262258
164	0.01858269983
165	0.01847127471
166	0.01837735581
167	0.01827452945
168	0.01825530416
169	0.01821112431
170	0.01814659461
171	0.01799641359
172	0.01788125011
173	0.01782257009
174	0.01779510902
175	0.0176638853
176	0.01756716262
177	0.01748973054
178	0.01725716377
179	0.01721074031
180	0.01714406834
181	0.01705668438
182	0.01694718908
183	0.01690623537
184	0.0168574449
185	0.01678946263
186	0.01674698236
187	0.01664314889
188	0.01660906892
189	0.01653234796
190	0.0164855823
191	0.01640973445
192	0.01639986907
193	0.01629867147
194	0.01614980074
195	0.01609020861
196	0.01601328369
197	0.01599427677
198	0.01594414166
199	0.01586059996
200	0.01577200917
201	0.01562569204
202	0.01549077405
203	0.01540757328
204	0.01529789077
205	0.01524511768
206	0.01521269445
207	0.01509052682
208	0.01500378783
209	0.01498383254
210	0.01497472027
211	0.01493211766
212	0.014840919
213	0.01479255469
214	0.01470505158
215	0.01459760399
216	0.01453413397
217	0.01441425554
218	0.01439902114
219	0.01428267817
220	0.01426237474
221	0.01421625511
222	0.01409065973
223	0.01400430343
224	0.0139116679
225	0.01388922327
226	0.01379064922
227	0.0136898799
228	0.01359084936
229	0.01352770395
230	0.01347942382
231	0.01344965977
232	0.01342035114
233	0.01329067687
234	0.01326370494
235	0.01319649274
236	0.01311337381
237	0.01310741175
238	0.0130063015
239	0.01298912561
240	0.01293453485
241	0.01279460022
242	0.01278207545
243	0.01275947986
244	0.01267066411
245	0.01262371378
246	0.01258384625
247	0.01253896631
248	0.0124400314
249	0.0123202717
