id,school,degree,time_start,time_end
27d005bb-0b47-4016-8318-65a616e7cf5d,University of Exeter,"Bachelor of Arts - BA, Geography",2017,2020
27d005bb-0b47-4016-8318-65a616e7cf5d,University of Exeter,"Master of Science - MSc, Management",2020,2021
27d3306f-ddc8-431b-8f49-73a46c2c47c8,St Edmunds School,,1991 – 2002,
27d3306f-ddc8-431b-8f49-73a46c2c47c8,University of Exeter,"Civil Engineering, Engineering",2004,2007
27e08d32-6e10-4b56-b39c-d5ef36283e45,Bournemouth University,"Bachelor's Degree, Forensic Science",2011,2014
27e25739-acfb-4830-924c-b6d02087488c,Université de Liège,"Baccalauréat, Droit",2012,2015
27e25739-acfb-4830-924c-b6d02087488c,Université de Liège,"Master en droit des affaires, Droit bancaire, des affaires, de la finance et des valeurs mobilières",2015,2017
27e25739-acfb-4830-924c-b6d02087488c,University of Glasgow,"Master in coporate and financial law, Droit",2017,2018
27f72e5b-e037-405d-9886-a36b6236ae45,Concordia College,"B.A., Political Science, Business",1996,2000
27f72e5b-e037-405d-9886-a36b6236ae45,Marquette University Law School,J.D.,2000,2003
280d5150-7bf7-4616-be57-73e6b70f2e47,University of Dayton,"Bachelor of Applied Science - BASc, Human Development, Family Studies, and Related Services",,
280d5150-7bf7-4616-be57-73e6b70f2e47,Villanova University,"Master's degree, Entrepreneurship/Entrepreneurial Studies",,
28114944-aa0c-4dd4-9ca2-d089ee034b26,University of Warwick,"BA, English & American Lit",1990,1993
2813d18a-d21a-4bb1-82aa-1357c60ea226,Centro Universitário da Cidade,"Bacharel em Marketing, Marcas próprias no varejo de bens de consumo.",2004,2007
281a46d7-ecc8-413f-85c0-76f9cc212ff8,San Francisco State University,,,
28231cfa-0cc2-4530-83d7-813ce5901379,Berkeley College,"Semester Abroad, Business Management",2015,2015
28231cfa-0cc2-4530-83d7-813ce5901379,Berkeley College,"Semester Abroad, Business Management",2015,2015
28231cfa-0cc2-4530-83d7-813ce5901379,California State University-Long Beach - College of Business Administration,"Master of Business Administration - MBA, Daytime Accelerated MBA",2017,2019
28231cfa-0cc2-4530-83d7-813ce5901379,California State University-Long Beach - College of Business Administration,"Master of Business Administration - MBA, Daytime Accelerated MBA",2017,2019
28231cfa-0cc2-4530-83d7-813ce5901379,Hochschule Fresenius University of Applied Sciences,"Bachelor of Arts (B.A.), Tourismus-, Hotel- und Eventmanagement",2013,2015
28231cfa-0cc2-4530-83d7-813ce5901379,Hochschule Fresenius University of Applied Sciences,"Bachelor of Arts (B.A.), Tourismus-, Hotel- und Eventmanagement",2013,2015
28231cfa-0cc2-4530-83d7-813ce5901379,Hochschule Mittweida (FH),"Bachelor of Arts (B.A.), Business Management",2013,2016
28231cfa-0cc2-4530-83d7-813ce5901379,Hochschule Mittweida (FH),"Bachelor of Arts (B.A.), Business Management",2013,2016
28299fc6-49b7-4d8a-bfe8-a5d051aa23b6,UC San Diego Extension,"Professional Certificate, Project Management",2018,2019
28299fc6-49b7-4d8a-bfe8-a5d051aa23b6,UC San Diego Extension,"Professional Certificate, Project Management",2018,2019
28299fc6-49b7-4d8a-bfe8-a5d051aa23b6,University of San Diego,"Bachelor of Accountancy, Accounting",2009,2013
28299fc6-49b7-4d8a-bfe8-a5d051aa23b6,University of San Diego,"Bachelor of Accountancy, Accounting",2009,2013
283cbd66-c495-47ae-a1c3-20eb3c4234a6,Instituto Superior de Engenharia do Porto,"Master’s Degree, Engenierie Informatique - Systèmes d'Information",2001,2007
28431cb4-d328-4555-bfc3-44b12d3d9abd,Spring Arbor University,"Bachelor's Degree, Pre-Medicine/Pre-Medical Studies",1994,1999
28543480-c6f0-4de3-b771-030c170f3c85,San Diego State University-California State University,"Bachelor of Arts (B.A.), Political Science",1996,2000
28543480-c6f0-4de3-b771-030c170f3c85,San Diego State University-California State University,"Bachelor of Arts (B.A.), Political Science",1996,2000
28543480-c6f0-4de3-b771-030c170f3c85,University of San Diego,"Paralegal Certificate, General Litigation",2001,2002
28543480-c6f0-4de3-b771-030c170f3c85,University of San Diego,"Paralegal Certificate, General Litigation",2001,2002
2883998b-d6c8-4fac-92df-a735f6cbc3dc,Ohio University,"Bachelor's in Business Administration, Finance",1987,1991
289cc70f-969c-44ed-958d-e0174eee0b37,Capistrano Valley High School,,2001 – 2003,
289cc70f-969c-44ed-958d-e0174eee0b37,Princeton University,Bachelor of Arts,2003,2007
289cc70f-969c-44ed-958d-e0174eee0b37,Santa Margarita High School,,2000 – 2003,
289f5d61-5c41-463c-b965-cc82758f6033,Shippensburg University of Pennsylvania,"BSBA, Finance/Economics",1998,2003
28a3f005-6911-4933-a271-cac4edaa56cc,Grand Valley State University,"Bachelor of Science (B.S.), Allied Health Sciences",2008,2012
28ac3ee9-ee13-4dd9-b213-8076efbc9842,Iowa State University,"Bachelor of Science, Construction Engineering",2007,2011
28b8d045-57e5-4b01-b3cd-7ff677cc3f5d,Università Commerciale 'Luigi Bocconi',"Bachelor of Commerce (B.Com.), Accounting and Finance",1994,2002
28b8d045-57e5-4b01-b3cd-7ff677cc3f5d,Università Commerciale 'Luigi Bocconi',"Bachelor of Commerce (B.Com.), Accounting and Finance",1994,2002
28bc0de5-3724-4968-82e0-a489a94a9990,Loughborough University,"Bachelor of Science (BSc), Commercial Management & Quantity Surveying",2006,2010
28bc0de5-3724-4968-82e0-a489a94a9990,The Robert Gordon University,"Master of Laws (LLM), Construction Law, Arbitration and Adjudication",2012,2015
28cca5f7-f3e2-4ded-8103-3ca922d3f21e,Florida Gulf Coast University,"BS, Bioengineering",,
28cca5f7-f3e2-4ded-8103-3ca922d3f21e,Florida Gulf Coast University,"BS, Bioengineering",,
28e5b73d-9494-4136-b408-b51606b78700,The University of Tennessee at Chattanooga,Environmental Science (Biology),,
28e5b73d-9494-4136-b408-b51606b78700,Tusculum University,"Bachelor’s Degree, Bachelor of Science in Management",2016,2018
28e88053-44bf-43a1-a190-1323aade5199,Doshisha University,"Bachelor of Arts (B.A.), English Literature",,
28ea5d1e-308a-4691-ac85-e54210666c86,Mobius Institute,"Cat II Vibration Certification, Vibration analysis",2012,2013
28ea5d1e-308a-4691-ac85-e54210666c86,University of Dayton,"B.A., Communication Management and Marketing",2006,2010
28ede671-023c-4b2d-beca-0bdcb2f6702a,San Diego State University,"Bachelor of Science (B.S.), Health Communication",2014,
291b665a-1e51-4de9-9666-bc8f9c46ba7a,Avado,CIPD Level 3 Certificate in HR Management,2018,2019
291b665a-1e51-4de9-9666-bc8f9c46ba7a,Avado,CIPD Level 5 Diploma in HR Management,2019,2020
291b665a-1e51-4de9-9666-bc8f9c46ba7a,ICAEW,11 of 15 exams completed,2015,2017
291b665a-1e51-4de9-9666-bc8f9c46ba7a,University of Kent,"First Class Honours, Accounting and Finance",2012,2015
29231ef2-02e4-4c60-b51e-77d809d82e99,Golden Gate University,,,
29231ef2-02e4-4c60-b51e-77d809d82e99,"University of California, San Diego","Certificate, Intellectual Property Law",,
29231ef2-02e4-4c60-b51e-77d809d82e99,University of Phoenix,"Bachelor's degree, Marketing",,
29231ef2-02e4-4c60-b51e-77d809d82e99,University of Phoenix-San Diego Campus,"Bachelor's degree, Business Management",,
2937a1b1-3471-4cb9-99c0-9ca94739c8b2,ITT Technical Institute,"Associates, Computer Networking",2004,2006
29487589-9fbd-4bfd-8185-8887bcaa00f1,"Drexel University, Philadelphia","Bachelor of Science, Business Administration, concentration in Economics",1-Jan,4-Jun
29487589-9fbd-4bfd-8185-8887bcaa00f1,"Drexel University, Philadelphia","Bachelor of Science, Business Administration, concentration in Economics",1-Jan,4-Jun
29487589-9fbd-4bfd-8185-8887bcaa00f1,Drexel University's LeBow College of Business,,2001 – 2004,
29487589-9fbd-4bfd-8185-8887bcaa00f1,Drexel University's LeBow College of Business,,2001 – 2004,
294c2610-3bb5-4c2d-8e37-24f18c1c8cab,Texas Tech University - Rawls College of Business,"Bachelor of Business Administration - BBA, Business Administration and Management, General",2009,2012
294c45c9-b9a9-4299-9ad4-57a0f909e310,University of Florida,"Bachelor of Science - BS, Communication, General",2012,2014
294c45c9-b9a9-4299-9ad4-57a0f909e310,University of Kansas,"Bachelor of Science - BS, Communication, General",2014,2016
294c45c9-b9a9-4299-9ad4-57a0f909e310,University of Kansas,"Master's degree, Organizational Leadership",2017,2017
2950ac01-37cc-4a3f-8fec-d925493ce278,London College of Accountancy,"ACCA, Chartered Certified Accountant",,
2950ac01-37cc-4a3f-8fec-d925493ce278,Oxford Brookes University,"Bachelor's Degree, BSc (Hons) Applied Accounting",,
2966a902-66fc-43dc-b977-6eaf419a7a1e,Southwest Community College,Communications and Paralegal Degree,,
2966a902-66fc-43dc-b977-6eaf419a7a1e,Southwest Tennessee Community College,Paralegal/Communication,2001,
29756eda-442a-4758-aa8f-4b4164241913,Board of Architects of Queensland,Registered Architect,2011,
29756eda-442a-4758-aa8f-4b4164241913,Master Builders Association New South Wales,"Cert IV Building and Construction, (Building)",2013,2014
29756eda-442a-4758-aa8f-4b4164241913,NSW Architects Registration Board,Registered Architect,2007,
29756eda-442a-4758-aa8f-4b4164241913,St Aloysius' College - Milsons Point,Higher School Certificate,1985,1993
29756eda-442a-4758-aa8f-4b4164241913,TAFE NSW,Associate Diploma of Applied Science (Architectural Drafting),1995,1997
29756eda-442a-4758-aa8f-4b4164241913,UNSW Australia,"Bachelor, Architecture",1997,2005
297cd83f-3605-4e97-8697-73eb4bbb9ddb,San Diego State University-California State University,"Master of Science (M.S.), Regulatory Affairs",2006,
297cd83f-3605-4e97-8697-73eb4bbb9ddb,"University of California, Santa Barbara","Bachelor of Science (B.S.), Cellular and Developmental Biology",1999,
29865fe3-3999-4742-be0d-7135980f5b0f,Penn State University-New Kensington Campus,Paralegal,1981,1983
29a7e373-212a-4097-a01d-958c9d4a2fc1,ACCA,"ACCA, Accountancy",2013,2017
29a7e373-212a-4097-a01d-958c9d4a2fc1,Bell Village SSS,School Certificate,2005,2010
29a7e373-212a-4097-a01d-958c9d4a2fc1,St Andrews School,Higher School Certificate,2011,2012
29ac6cef-3517-4f72-b070-e60235771562,Sacred Heart High School,,1990 – 1994,
29ac6cef-3517-4f72-b070-e60235771562,"West Herts College, Watford","Higher National Diploma, Business and Personnel",1996,1998
29af2b52-f53a-493e-bd5c-d2b2f16fc5fa,New York University - Leonard N. Stern School of Business,"MBA, Management",2002,2004
29af2b52-f53a-493e-bd5c-d2b2f16fc5fa,New York University - Leonard N. Stern School of Business,"MBA, Management",2002,2004
29af2b52-f53a-493e-bd5c-d2b2f16fc5fa,Università di Catania,"Mechanical Engineering, Mechanical Engineering",,
29af2b52-f53a-493e-bd5c-d2b2f16fc5fa,Università di Catania,"Mechanical Engineering, Mechanical Engineering",,
29b03cb0-aaa2-4693-85d5-c2622bc3492d,Southwest Tennessee Community College,"Master of Computer Applications - MCA, Computer Engineering",2005,2007
29b03cb0-aaa2-4693-85d5-c2622bc3492d,The University of Memphis,"Bachelor of Engineering - BE, Computer Science",2005,2009
29b24fe1-97b7-44f4-8f56-1b6b340a4099,The University of Memphis,"BSME, Mechanical Engineering",2001,
29b24fe1-97b7-44f4-8f56-1b6b340a4099,Union University,MBA,2006,2008
29b92030-bf4d-424d-80fc-57b22f38dfdc,Brown University,"Bachelor’s Degree, Mechanical Engineering (Biomechanics)",2014,2018
29b92030-bf4d-424d-80fc-57b22f38dfdc,Stanford University,"Master's degree, Mechanical Engineering",2018,2020
29b92030-bf4d-424d-80fc-57b22f38dfdc,"Sutter Union High School (Sutter, CA)",High School,2010,2014
29cc95b6-ed10-4148-8f1a-008391ce9dd0,University of Kent,"Natural Science, Engineering, Electrical & Electronic Engineering, Technology",,
29cd97f0-7b42-4da6-b5bb-df5099cd76ef,"U of F, Vanderbuilt, Georgetown, MIT",PHD Biomedical Science,,
29f0d6a5-9ffa-4658-bd71-35920eb86ad8,Dublin Institute of Technology,"Bachelor’s Degree, Construction Economics and Management",2005,2009
29f0d6a5-9ffa-4658-bd71-35920eb86ad8,Robert Gordon University,"Master’s Degree, Construction Law and Arbitration",2013,2017
29f7209d-58a1-4c6a-b500-9badc7f131dc,Southern State Community College,"Associate of Arts and Sciences (A.A.S.), Office Information Technology",2011,2012
29f7209d-58a1-4c6a-b500-9badc7f131dc,Southern State Community College,"Associate, Business Administration",2003,2006
29f7209d-58a1-4c6a-b500-9badc7f131dc,Western Governors University,"4 classes away from a BA in Accountancy, Accounting and Finance",2012,2018
2a088900-9832-4b0d-9872-42cd8789b9a8,Michigan State University,"Bachelor of Arts, Business/Marketing, Eli Broad College of Business, Marketing; Connected Learning; Health Promotion",2006,2011
2a126fcf-e1db-4529-95fe-e97cc73b7f3e,Arizona State University,"Bachelor of Science (BS), Mechanical Engineering",1998,2002
2a126fcf-e1db-4529-95fe-e97cc73b7f3e,San Diego State University-California State University,"Certificate, Lean Six Sigma Black Belt",,
2a126fcf-e1db-4529-95fe-e97cc73b7f3e,Texas State Technical College,"AS, Lasers and Electro Optics",1990,1992
2a15a70b-fd0e-4f47-a2b8-d732e7940fe4,Arizona State University,"Senior Classification, Industrial Technology",,
2a256fdd-1fcc-42b3-9712-bcc57f5c7ad0,Franklin & Marshall College,,,
2a29c0df-ef14-41dc-9592-7636e4e68924,Staffordshire University,"NEBS Management, Business, Management, Marketing, and Related Support Services",1997,
2a29c0df-ef14-41dc-9592-7636e4e68924,Walsall College of Technology,"BTEC National Diploma - Merit, Business Administration and Management, General",1987,1989
2a42d3b1-5618-4f50-a8fd-e879af5e62a3,Sir Henry Floyd Grammar School,,,
2a42d3b1-5618-4f50-a8fd-e879af5e62a3,Sir Henry Floyd Grammar School,,,
2a4e62c5-3449-4374-8842-57ba9e138f9c,Regis University,"Bachelor of Science - BS, Business Administration and Management, General",2000,2004
2a4e62c5-3449-4374-8842-57ba9e138f9c,University of the Incarnate Word,"Master of Business Administration - MBA, Finance and Marketing",2004,2006
2a5375af-df98-4f54-839a-390235fab48b,Johns Hopkins Engineering for Professionals,"Master’s Degree, Robotics and Control Systems",2016,2019
2a5375af-df98-4f54-839a-390235fab48b,San Diego State University-California State University,"Bachelor’s Degree, Mechanical Engineering",2004,2009
2a5901c6-f060-4b06-96c0-1221907583d0,De La Salle College,"3 A-Levels & 9 GCSE's, including Photography, Fine Art, Design & Compulsory educational subjects",1991,2005
2a5901c6-f060-4b06-96c0-1221907583d0,University of the West of England,"Foundation Art Course, Including various art subjects such as Fine Art and Graphic Design",2005,2006
2a5c2e5f-227d-45a3-99f6-e5ce8d11153b,Granville,,,
2a6e0555-112f-4621-9366-2ebfb9d93bb7,DeVry University,"Information Technology, Cisco",2010,2011
2a6e5b98-619d-45a1-ba57-f05f99ff73e2,Oklahoma State University,"Bachelor of Science, Business Management",,
2a6e5b98-619d-45a1-ba57-f05f99ff73e2,University of San Diego,Master of Business Administration (MBA),,
2a766ffe-2c00-4bc4-a9c3-a3d0d54dcf04,Delta State University,"Bachelor of Business Administration (BBA), Marketing & Management",1990,1993
2a766ffe-2c00-4bc4-a9c3-a3d0d54dcf04,Lake Havasu High School,,,
2a7a87a9-1a0b-4bb1-abe2-7695f983d9ef,Bowdoin College,"BA, Biochemistry",,
2a7a87a9-1a0b-4bb1-abe2-7695f983d9ef,The Johns Hopkins University,"MA, Chemistry/Physical Science",2003,2005
2a82b475-6ebd-4225-b2a5-9b36676b980f,Washington State University,Bachelor's degree,,
2a8e316d-1038-418d-9dd5-40c61a24f27a,Malahide Community School,,,
2a8e316d-1038-418d-9dd5-40c61a24f27a,Malahide Community School,,,
2a8e316d-1038-418d-9dd5-40c61a24f27a,Nutrition Therapy Association,Nurtitional Therapy,2016,2017
2a8e316d-1038-418d-9dd5-40c61a24f27a,Nutrition Therapy Association,Nurtitional Therapy,2016,2017
2a8e316d-1038-418d-9dd5-40c61a24f27a,University College Dublin,"Bachelor of Business and Legal Studies, Commerce and Law",2000,2004
2a8e316d-1038-418d-9dd5-40c61a24f27a,University College Dublin,"Bachelor of Business and Legal Studies, Commerce and Law",2000,2004
2aaaf7b3-9278-45eb-8555-acb8d3f56d0a,De Montfort University,"Business and Management, Business Administration and Management, General",2017,2020
2ab8f7d1-0632-4dfe-be4f-2caef404a96e,Mississippi State University,Bachelor's degree,2005,2009
2ab91f0a-810f-464e-aabb-631803c37f45,"College of Engineering, Guindy","Bachelor of Engineering (B.E.), Bio Medical Engineering",2009,2013
2ab91f0a-810f-464e-aabb-631803c37f45,"Indian Institute of Management, Ranchi","PGDHRM, Human Resources",2015,2017
2ab91f0a-810f-464e-aabb-631803c37f45,Kendriya Vidyalaya,"Tenth, Mathematics and science",1997,2007
2ab91f0a-810f-464e-aabb-631803c37f45,SDAV Higher Secondary School,"Twelfth, Mathematics & Science",2007,2009
2ac17c7d-eb5b-40e2-88a4-b811d76c6c13,Axelos,Prince2 Project Management - Registered Practitioner,2018,
2ac17c7d-eb5b-40e2-88a4-b811d76c6c13,Cork Institute of Technology,"Bachelor of Engineering (BE), Structural Engineering",1998,2003
2ac98ba9-5c3e-4009-b949-cb5af1c3c796,University of Illinois at Urbana-Champaign,"Bachelor of Science - BS, Organizational Leadership, Business Administration",,
2acaa5e8-734e-4b30-a215-1fc132b0a094,University of Reading,"Bachelor of Arts (Honours) Business Economics and Organisational Behaviour, Business Organisational Behaviour",,
2acaa5e8-734e-4b30-a215-1fc132b0a094,University of Sydney,"Master of Commerce Accounting with Management, Business/Commerce, General",,
2acfe9ce-03ee-4d54-bdcd-3fe2d51f6cbd,Budapesti Gazdasági Főiskola (Budapest Business School),"Bachelor's Degree, Business Administration and Management, General",2012,2013
2acfe9ce-03ee-4d54-bdcd-3fe2d51f6cbd,Budapesti Gazdasági Főiskola (Budapest Business School),"Bachelor's Degree, Business Administration and Management, General",2012,2013
2acfe9ce-03ee-4d54-bdcd-3fe2d51f6cbd,Budapesti Gazdasági Főiskola (Budapest Business School),"Bachelor's Degree, Business Administration and Management, General",2012,2013
2acfe9ce-03ee-4d54-bdcd-3fe2d51f6cbd,Universidad de León,"Master Degree, Business/Managerial Economics",2009,2014
2acfe9ce-03ee-4d54-bdcd-3fe2d51f6cbd,Universidad de León,"Master Degree, Business/Managerial Economics",2009,2014
2acfe9ce-03ee-4d54-bdcd-3fe2d51f6cbd,Universidad de León,"Master Degree, Business/Managerial Economics",2009,2014
2ae44049-dbd4-4020-b511-bed2427a247b,Hautlieu School,,2014 – 2016,
2ae44049-dbd4-4020-b511-bed2427a247b,University of Birmingham,"Bachelor of Science - BS, Psychology",2016,2019
2ae7285c-8e11-41aa-a47b-60d620ec3b44,Ashton on Mersey Secondary school for Boys,O levels,1972,1977
2ae7285c-8e11-41aa-a47b-60d620ec3b44,Sale Grammar School,A levels,1977,1979
2ae7285c-8e11-41aa-a47b-60d620ec3b44,University of Newcastle-upon-Tyne,"BSc (Hons), Mechanical Engineering",1979,1982
2b0d8953-a802-4809-90a7-053f4246400d,Grand Valley State University,"Bachelor of Science (BS), Biomedical Sciences, General",2009,2013
2b0d8953-a802-4809-90a7-053f4246400d,Pepperdine Graziadio Business School,"Master of Business Administration - MBA, Leadership and Organizational Change",2019,2021
2b1793f2-9298-42b3-8d42-0e8998d63890,Bishop McNamara HS,college prep,1988,1991
2b1793f2-9298-42b3-8d42-0e8998d63890,Governors State University,"Bachelor of Arts, Communication, General",1996,2000
2b1e354a-cef2-46e8-aef0-6c8785410beb,Robert Gordon University,"Master of Laws - LLM, Construction Law",,
2b1e354a-cef2-46e8-aef0-6c8785410beb,Yonsei University,"Master's degree, Project Management (Civil Engineering)",,
2b21e52a-7be9-46e1-9c72-cfee0db1711c,Trinity School,,,
2b22554e-6f9e-4366-9bf0-8c2b0fa64b35,Glasgow Caledonian University,"Bachelor's Degree, Construction Management",2005,2009
2b22554e-6f9e-4366-9bf0-8c2b0fa64b35,Glasgow Caledonian University,"Bachelor's Degree, Construction Management",2005,2009
2b22554e-6f9e-4366-9bf0-8c2b0fa64b35,Lanark Grammar School,High School,,
2b22554e-6f9e-4366-9bf0-8c2b0fa64b35,Lanark Grammar School,High School,,
2b38c5f7-937a-4077-ba3e-21689f12c421,New York University - Leonard N. Stern School of Business,"MBA, Global Business, Entrepreneurship & Innovation, Management",2008,2011
2b38c5f7-937a-4077-ba3e-21689f12c421,University of Colorado Boulder,"BS, Aerospace Engineering, Economics",2001,2006
2b3a0bea-e03f-428f-b6d2-01391a0baa52,"Kelsey Jenney Business College, San Diego, CA","AA, Legal Assistant/Paralegal",1994,1996
2b49264c-c330-4dbe-b753-4e5ed56f5465,"University of Puerto Rico, Río Piedras","Bachelor of Business Administration - BBA, Accounting",2004,2010
2b4e89c6-f3fa-492e-8479-57147aff3e5f,ACCA,,2017 – 2019,
2b4e89c6-f3fa-492e-8479-57147aff3e5f,ACCA,,2017 – 2019,
2b4e89c6-f3fa-492e-8479-57147aff3e5f,Athens University of Economics and Business,"Bachelor of Science (BSc), Business Administration and Management",2007,2012
2b4e89c6-f3fa-492e-8479-57147aff3e5f,Athens University of Economics and Business,"Bachelor of Science (BSc), Business Administration and Management",2007,2012
2b4e89c6-f3fa-492e-8479-57147aff3e5f,Strathclyde Business School,"Master of Science (MSc), International Accounting and Finance",2015,2016
2b4e89c6-f3fa-492e-8479-57147aff3e5f,Strathclyde Business School,"Master of Science (MSc), International Accounting and Finance",2015,2016
2b629396-3983-415c-b347-cf65229ab51b,Cornell University,"BS, Labor and Industrial Relations",1990,1994
2b629396-3983-415c-b347-cf65229ab51b,The College of William and Mary - The Mason School of Business,"MBA, Business/Managerial Economics",1995,1998
2b839808-e16f-4aef-9da3-db7997a9a4cf,Institute of chartered Accountants Zimbabwe,"Final Qualification Examination 2, Auditing and corporate governance",2012,2012
2b839808-e16f-4aef-9da3-db7997a9a4cf,institute of chartered accountants Zimbabwe (ICAZ),"Certificate of theory in Accounting (CTA), Fiancial Accounting, Management and cost accounting, Taxation, and Audiing",2011,2011
2b839808-e16f-4aef-9da3-db7997a9a4cf,National University of Science and Technology (ZW),"Bachelor of Commerce (BCom), Accounting",2006,2010
2b839808-e16f-4aef-9da3-db7997a9a4cf,University of Cape Town,"Final Qualification Exam (FQE) 1, Financial Accounting, Auditing, Management and Cost Accounting and Taxation",2012,2012
2b839808-e16f-4aef-9da3-db7997a9a4cf,University of South Africa/Universiteit van Suid-Afrika,"bcompt, Accounting",2010,2011
2ba22081-f2cc-4977-9fcf-e1edbc742988,Broward College,"Finance, General",2007,2009
2ba22081-f2cc-4977-9fcf-e1edbc742988,Broward State College,,,
2ba22081-f2cc-4977-9fcf-e1edbc742988,Highlands Christian Academy,,,
2ba22081-f2cc-4977-9fcf-e1edbc742988,University of Tampa,Allied Health and Medical Assisting Services,2010,2011
2ba22081-f2cc-4977-9fcf-e1edbc742988,University of Tampa,,,
2ba2dae0-8995-4257-b6b6-0273e61c9113,Dyersburg State Community College,General Technology,2010,2012
2ba2dae0-8995-4257-b6b6-0273e61c9113,Ripley High School,"High School Diploma, Agriculture, General",2000,2004
2ba2dae0-8995-4257-b6b6-0273e61c9113,"Southern Illinois University, Carbondale",Industrial Management and Applied Engineering,2019,2023
2ba2dae0-8995-4257-b6b6-0273e61c9113,Tennessee Technology Center at Covington,"Machinist 1, Machine Tool Technology/Machinist",2005,2006
2bbdb65f-08d4-45a7-b51b-d6fee2ae1f10,Indiana University-Purdue University at Fort Wayne,"Associate's degree, Registered Nursing/Registered Nurse",2000,2005
2bc0be97-0e88-4502-86d3-7b7b3bf8c77c,Highlands college,"A Levels, Business",2013,2015
2bc0be97-0e88-4502-86d3-7b7b3bf8c77c,Highlands college,"A Levels, Business",2013,2015
2bd1f5e0-e6c8-4032-912e-359030ce173f,East Tennessee State University,Bachelor of Science (B.S.),1992,1996
2bd1f5e0-e6c8-4032-912e-359030ce173f,Salus University,"Doctor of Audiology (Au.D.), Audiology",2004,2006
2bd1f5e0-e6c8-4032-912e-359030ce173f,University of Louisville School of Medicine,"Master of Science (M.S.), Audiology",1996,1998
2bd6cc61-dc5a-46ed-99ea-b81c35b53ea3,Faculdade Cândido Mendes,Economia,1990,1996
2bd6cc61-dc5a-46ed-99ea-b81c35b53ea3,FUNCEFET,"Master of Business Administration - MBA, Administração em Marketing",1999,2001
2bdfebe0-10fe-4e69-ad4f-48d34b3dc97b,San Diego State University-California State University,"BS, Mechanical Engineering",2000,2005
2be17441-9cec-4b5a-bc0d-0d769b19b9f3,Leeds Beckett University,"Master’s Degree, Construction Law & Dispute Resolution",2014,2016
2be17441-9cec-4b5a-bc0d-0d769b19b9f3,Shepherd Learning,"NVQ Level 3 EdExcel, Quantity Surveying",2008,2009
2be17441-9cec-4b5a-bc0d-0d769b19b9f3,Shepherd Learning,"NVQ Level 4 EdExcel, Quantity Surveying",2009,2011
2be17441-9cec-4b5a-bc0d-0d769b19b9f3,The University of Salford,"Bachelor of Science (BSc) Hons, Quantity Surveying",2007,2012
2be17441-9cec-4b5a-bc0d-0d769b19b9f3,University of Leeds,Temporary Works Course,2007,2008
2be32878-eca6-46cc-b486-9c20d833e0cb,King's College,"Master of Science - MS, Construction Law and Dispute Resolution",2008,2010
2be32878-eca6-46cc-b486-9c20d833e0cb,Nottingham Trent University,"Bachelor of Science - BS, Cost Management of Building Engineering Services",1993,1996
2be508e3-1463-436d-9c43-a00494d96658,ACCA,,2018 – 2020,
2be508e3-1463-436d-9c43-a00494d96658,Victoria College Jersey,,2010 – 2017,
2bf545fb-d763-40dc-a968-23f7fa859e8d,ITT Technical Institute San Diego,"AS, Computer Aided Drafting & Design",2003,2005
2bf6ba52-924b-4dfc-80dd-7e3fddcd9d99,Edison State Community College,,,
2c0081e8-60c4-4cab-97e2-1d94b266caa9,Pontifícia Universidade Católica do Paraná,"Gestão de Serviços Hospitalares, Ciências da Saúde",,
2c071365-7c5d-4546-a53a-84cbbf5e21ec,Waynesburg University,"Bachelor of Science (BS), Forensic Science and Technology",2001,2006
2c071365-7c5d-4546-a53a-84cbbf5e21ec,Waynesburg University,"Bachelor of Science (BS), Forensic Science and Technology",2001,2006
2c1a081f-47ce-4419-b4e9-8ff8c3564e80,Bristol University,"MSc, International Security",2011,2012
2c1a081f-47ce-4419-b4e9-8ff8c3564e80,CodeClan,"PDA , Software Development",2017,2017
2c1a081f-47ce-4419-b4e9-8ff8c3564e80,University of Durham,"BA, Philosophy and Politics",2008,2011
2c1a081f-47ce-4419-b4e9-8ff8c3564e80,"Victoria College, Jersey","A Level, English Literature, Biology, Chemistry, Maths",2001,2008
2c2188e0-46e2-4c54-b7fa-15c9724855ad,University of Northern Colorado,"B.A., Sociology",1999,2003
2c2188e0-46e2-4c54-b7fa-15c9724855ad,Villanova University,HR Management Masters Certificate,2005,2007
2c24aa5e-f559-4214-99b9-8f158a4a684b,Kotkan Lyseon Lukio,,,
2c24aa5e-f559-4214-99b9-8f158a4a684b,Kotkan Lyseon Lukio,,,
2c24aa5e-f559-4214-99b9-8f158a4a684b,Kotkan terveydenhuoto-oppilaitos,"Nurse, Scrub nurse",1990,1993
2c24aa5e-f559-4214-99b9-8f158a4a684b,Kotkan terveydenhuoto-oppilaitos,"Nurse, Scrub nurse",1990,1993
2c24aa5e-f559-4214-99b9-8f158a4a684b,Kymenlaakso University of applied scienses,"Enginnering, Industrial Management",1995,1999
2c24aa5e-f559-4214-99b9-8f158a4a684b,Kymenlaakso University of applied scienses,"Enginnering, Industrial Management",1995,1999
2c24aa5e-f559-4214-99b9-8f158a4a684b,Kymenlaakso University of applied scienses,"On-going studies, International Business Management",2015,2018
2c24aa5e-f559-4214-99b9-8f158a4a684b,Kymenlaakso University of applied scienses,"On-going studies, International Business Management",2015,2018
2c24aa5e-f559-4214-99b9-8f158a4a684b,Lappeenranta University of Technology,"On-going studies, Industrial Management",2010,2011
