id,school,degree,time_start,time_end
c4366828-6723-41db-a515-d0d590526f23,ICAEW,,,
c4366828-6723-41db-a515-d0d590526f23,ICAEW,,,
c4366828-6723-41db-a515-d0d590526f23,Institute of Chartered Accountants in England and Wales,"Chartered Accountant, Accounting and Finance",2015,2017
c444a41c-6107-471b-b7e5-e36f8ce8671a,Dartmouth College,"MEM, Engineering Management",2009,2011
c444a41c-6107-471b-b7e5-e36f8ce8671a,Sweet Briar College,"B.S., Mechanical Engineering; Mathematics",2005,2009
c446ca62-4628-4116-bc43-12c0b2037903,Queen's University Belfast,"BEng, Civil Eng",1997,2000
c446ca62-4628-4116-bc43-12c0b2037903,SAP Certification,SAP Certification,2016,2016
c44be699-23e9-4a20-bc82-aad80b11da5b,Belmont University,"MBA, Health/Health Care Administration/Management",2012,2014
c44be699-23e9-4a20-bc82-aad80b11da5b,Cumberland University,"BBA, Marketing/ Business Management",2002,2004
c44be699-23e9-4a20-bc82-aad80b11da5b,Motlow State Community College,"N/A, General Studies",2000,2002
c4622607-b9b1-4d4c-bd3f-bdd7a9c20c58,Hernando High School,"High School Diploma, General Studies",,
c462c616-5507-4f1a-9b19-bffb03a85abd,Southern New Hampshire University,"Bachelor of Science - BS, Computer and Information Sciences and Support Services",1989,1993
c46ce1e4-c919-4100-9521-f842f93126a8,University of Iowa,,,
c46ce1e4-c919-4100-9521-f842f93126a8,University of Iowa,,,
c470595e-4b73-405c-8d94-945b0519d17f,"California State University, Northridge","B.S, Finance, International Business and Economics",1994,1998
c470595e-4b73-405c-8d94-945b0519d17f,"California State University, Northridge","Business Administration, Finance",1995,1998
c47af0fd-9605-4dbc-8ceb-c14f4c398962,"ITM, University","Bachelor's degree, Computer Science",1998,2003
c47af0fd-9605-4dbc-8ceb-c14f4c398962,"ITM, University","Bachelor's degree, Computer Science",1998,2003
c47af0fd-9605-4dbc-8ceb-c14f4c398962,Universidad Autonoma de Baja California,"Master's degree, Information and Communication Technologies",2006,2008
c47af0fd-9605-4dbc-8ceb-c14f4c398962,Universidad Autonoma de Baja California,"Master's degree, Information and Communication Technologies",2006,2008
c4899a23-e436-4b61-bd14-cc32fc4d34fb,ATIC,,,
c48b282d-1947-42b6-af85-4ca6dfa52c51,Sherborne School,,2001 – 2006,
c48b282d-1947-42b6-af85-4ca6dfa52c51,University of Birmingham,"2.1. BA Hons, Social and Economic History",2006,2009
c48cf0ce-6693-47c1-9a02-4c49695b6627,Boston College,"Bachelor's degree, Communication and Media Studies",1997,2001
c4b16974-8355-4d4e-bc80-f8465a1203a2,Clarkston High School,,,
c4b16974-8355-4d4e-bc80-f8465a1203a2,Clarkston High School,,,
c4b16974-8355-4d4e-bc80-f8465a1203a2,Michigan State University,"Bachelor's degree, Physiology, General",1998,2002
c4b16974-8355-4d4e-bc80-f8465a1203a2,Thomas M. Cooley Law School,"Doctor of Law (J.D.), Law",2009,2012
c4b8fccd-0dde-4093-b1eb-2ddfb4b9e77b,Columbia University - Columbia Business School,"Certificate, Executive Coaching",,
c4b8fccd-0dde-4093-b1eb-2ddfb4b9e77b,Rider University,"Bachelor of Science (BS), Accounting",,
c4ba0c85-9d5b-41b6-a5c7-d7732019a20d,University of Iowa,Psychology,2006,2010
c4c0ca9b-94f8-49fd-9056-37d74819b537,"California State University, Fresno","Bachelor of Science - BS, Kinesiology and Exercise Science",2014,2019
c4c2de62-45cf-4927-a2d3-a8c01649b966,Collin County Community College,"Associate of Arts, Business, pre-med",,
c4c2de62-45cf-4927-a2d3-a8c01649b966,Medical Sales College,Spine,2014,2014
c4c98a06-0972-4eaa-9ccb-e97f56f635ea,Utah State University,"Bachelor of Science, Human Movement Science",2011,2016
c4cbb01c-9f36-4b87-994e-0efe186e0fa5,Florida International University,"Bachelor of Science; School, Communications; Journalism and Mass Communication",1995,1999
c4cbb01c-9f36-4b87-994e-0efe186e0fa5,Nova Southeastern University,Masters of Business Administration (MBA),2010,2011
c4ce7070-5841-4319-8d52-b25d74f625b6,Gymnasium bei St. Michael in Schwäbisch Hall,Allgemeinen Hochschulreife,1975,1984
c4ce7070-5841-4319-8d52-b25d74f625b6,TH Karlsruhe,"Diplom, Bauingenieurwesen",1985,1993
c4d0f073-fe03-4b7b-83e4-f5e2ac506038,Guernsey Grammar School and Sixth Form Centre,,2012 – 2019,
c4d54883-8523-4848-ae5f-7e9ec68d8dab,FGV - Fundação Getulio Vargas,"MBA, Corporate Law",2001,2003
c4d54883-8523-4848-ae5f-7e9ec68d8dab,Universidade Federal do Rio de Janeiro,"Law, Direito - CUM LAUDE",1993,1998
c4d54883-8523-4848-ae5f-7e9ec68d8dab,Universidade Federal Fluminense,"MBA, Contracts and Private Law",1999,2001
c4d54883-8523-4848-ae5f-7e9ec68d8dab,Universidade Federal Fluminense,"Phd student, Economic Law, Company, Consumer Relations and their impacts",2019,2022
c4d54883-8523-4848-ae5f-7e9ec68d8dab,Universidade Gama Filho,"MSc, Law and Economics",2007,2009
c4f8d645-9e4a-4c90-b42a-c62a20bbdeff,Central Connecticut State University,"Marketing, Business, Management, Marketing, and Related Support Services",2002,2006
c4f8d645-9e4a-4c90-b42a-c62a20bbdeff,University of Hertfordshire,"International Marketing, International Marketing",2005,2005
c5115dbf-5eb5-4b18-a9ed-d2cdd860da89,"California State University, Northridge","BA, Kinesiology",1981,1985
c51570c5-4834-4418-9456-3a625250031d,European School Luxembourg,Baccalaureate,2002,2003
c51570c5-4834-4418-9456-3a625250031d,Oxford Brookes University,,2009 – 2010,
c51570c5-4834-4418-9456-3a625250031d,Université Rennes 2,"Undergraduate, Languages applied to International Trade",2005,2008
c51a2049-e9e9-4adc-85fd-249f4666e71a,"University of California, Davis",Bachelor's Degree,,
c524b9a5-34b3-42a9-9d4b-ca28310bf29a,United States Naval Academy,"Bachelor of Science - BS, History",2007,2011
c529bf95-a54d-44cc-9301-f8a77ccc587e,"Bishop Milner, Dudley",,,
c529bf95-a54d-44cc-9301-f8a77ccc587e,"Bishop Milner, Dudley",,,
c529bf95-a54d-44cc-9301-f8a77ccc587e,"Bishop Milner, Dudley",,,
c529bf95-a54d-44cc-9301-f8a77ccc587e,University of Newcastle-upon-Tyne,"BSc, Marketing",2007,2011
c529bf95-a54d-44cc-9301-f8a77ccc587e,University of Newcastle-upon-Tyne,"BSc, Marketing",2007,2011
c529bf95-a54d-44cc-9301-f8a77ccc587e,University of Newcastle-upon-Tyne,"BSc, Marketing",2007,2011
c538f56d-4cbe-4f9d-9fa5-c4c51b0a1ba5,Cuyamaca College,"Associate of Science (A.S.), Mechanical and aerospace engineering",2014,
c538f56d-4cbe-4f9d-9fa5-c4c51b0a1ba5,Cuyamaca College,"Associate of Science (A.S.), Mechanical and aerospace engineering",2014,
c538f56d-4cbe-4f9d-9fa5-c4c51b0a1ba5,San Diego State University-California State University,"Bachelor's of Science, Mechanical Engineering",2014,2017
c538f56d-4cbe-4f9d-9fa5-c4c51b0a1ba5,San Diego State University-California State University,"Bachelor's of Science, Mechanical Engineering",2014,2017
c53d331d-e01e-4fbb-95a8-db90e04dc87c,London Business School,"Sloan Fellow, M.Sc., Management",1993,1994
c53d331d-e01e-4fbb-95a8-db90e04dc87c,The University of Birmingham,"B.Sc.&B.Com., Engineering & Economics",1977,1981
c54759b7-397e-4869-b7c3-edd80a4f9a07,UC San Diego,"B.S., Bioengineering",1999,2003
c5503a6a-3a1c-4bcb-93fd-37b4861ed147,Miami University,"Bachelor of Arts, Classical Humanities",2003,2006
c555978f-0ccf-4485-a15e-72fbd106bb04,Istituto Europeo di Design,"Interior Design, Interior Design",,
c555978f-0ccf-4485-a15e-72fbd106bb04,Liceo Classico Gian Battista Morgagni di Forlì,,2001 – 2006,
c555978f-0ccf-4485-a15e-72fbd106bb04,Università degli Studi di Napoli 'Federico II',"Architettura, Scienze della pianificazione territoriale ed ambientale",2006,2010
c55bb7ab-09ba-4e47-9408-9502ac169e2e,University of Delaware,BS,1995,1999
c5699a1c-d3ab-458d-9d44-66b84ece61ac,State University of New York at Buffalo,"Bachelor of Science (BS), Biomedical Engineering",2011,2015
c5699a1c-d3ab-458d-9d44-66b84ece61ac,State University of New York at Buffalo,"Bachelor of Science (BS), Biomedical Engineering",2011,2015
c5699a1c-d3ab-458d-9d44-66b84ece61ac,University of Rochester,"Master’s Degree, Biomedical Engineering-Medical Technology and Innovation",2015,2016
c5699a1c-d3ab-458d-9d44-66b84ece61ac,University of Rochester,"Master’s Degree, Biomedical Engineering-Medical Technology and Innovation",2015,2016
c5752938-80a4-46e1-bdd6-a160bb067939,CEF(centre d´estudis financers),"Dirección y gestión de recursos humanos, Gestión de recursos humanos/Administración de personal, general",2011,2012
c5752938-80a4-46e1-bdd6-a160bb067939,CEF(centre d´estudis financers),"Dirección y gestión de recursos humanos, Gestión de recursos humanos/Administración de personal, general",2011,2012
c5752938-80a4-46e1-bdd6-a160bb067939,Luxembourg Lifelong Learning Center,Le droit du travail - Le contrat de travail,2016,2016
c5752938-80a4-46e1-bdd6-a160bb067939,Luxembourg Lifelong Learning Center,Le droit du travail - Le contrat de travail,2016,2016
c5752938-80a4-46e1-bdd6-a160bb067939,Luxembourg Lifelong Learning Center,Le droit du travail - Les conditions de travail,2016,2016
c5752938-80a4-46e1-bdd6-a160bb067939,Luxembourg Lifelong Learning Center,Le droit du travail - Les conditions de travail,2016,2016
c5752938-80a4-46e1-bdd6-a160bb067939,Universitat Autònoma de Barcelona,Relaciones laborales,2004,2010
c5752938-80a4-46e1-bdd6-a160bb067939,Universitat Autònoma de Barcelona,Relaciones laborales,2004,2010
c5752938-80a4-46e1-bdd6-a160bb067939,University of Luxembourg,"Master in psychology: evaluation and assessment, Psicología",2014,2016
c5752938-80a4-46e1-bdd6-a160bb067939,University of Luxembourg,"Master in psychology: evaluation and assessment, Psicología",2014,2016
c59237b6-609c-4b52-8571-682ac1694a6f,American Management Association Seminars,,,
c59237b6-609c-4b52-8571-682ac1694a6f,Edgewood College,"Bachelor of Science, Business Administration",1987,1991
c59237b6-609c-4b52-8571-682ac1694a6f,University of Michigan College of Engineering,Six Sigma Greenbelt with Project,2015,2015
c59237b6-609c-4b52-8571-682ac1694a6f,Washington University in St. Louis,"Leadership Through People Skills-Workshop, Organizational Leadership training through Psychological Associates",2008,2008
c5955cd9-b82a-4b12-be39-de2a25ff4d8f,The University of Queensland,"Bachelor of Arts - BA, Psychology, Industrial Relations & Journalism",1998,2001
c59cc253-994e-4f24-b83a-6b623c44ab5d,University of Iowa,"Health and Human Physiology (BS), Physiology, General",2010,2014
c59cc253-994e-4f24-b83a-6b623c44ab5d,Western Governors University,"Master of Business Administration, Business Administration and Management, General",2019,2020
c5a160a5-232b-46be-8063-54a269844724,Drexel University,"Master of Science, Engineering",,
c5a160a5-232b-46be-8063-54a269844724,Lehigh University,"Bachelor of Science, Engineering",,
c5a160a5-232b-46be-8063-54a269844724,Rutgers University,MBA,,
c5a160a5-232b-46be-8063-54a269844724,UC San Diego,"Professional Certificate, Accounting",,
c5b66222-be10-4230-832b-c62af861499c,University of Nebraska-Lincoln,"Natural Resources, Environmental Studies",1988,1994
c5bd9fe6-87a2-4a04-84be-4fdc4fb4ddda,UC San Diego,"Bachelor's degree, Environmental/Mechanical Engineering",2014,2017
c5c7bcd0-ec16-4eef-bbd8-b8b4743ff498,University of Illinois at Urbana-Champaign,"Community Health and Applied Health Sciences, Health Planning and Administration",2008,2011
c5c902d4-f7dd-471b-a484-3a444edee774,Institut Cardijn Lorraine Arlon,Technicien en Comptabilité,2010,2012
c5c902d4-f7dd-471b-a484-3a444edee774,Institut Notre-Dame d'Arlon (INDA),,2006 – 2010,
c5c902d4-f7dd-471b-a484-3a444edee774,The University of Memphis,International Business,2012,2016
c5cbb1f9-e934-4e9b-9119-c0bcf3a5ad57,Grammar Sixth Form Centre,,2013 – 2015,
c5db1d8a-4bc2-4fde-91dd-50937aec9208,Islamic University Of Gaza,"Bachelore, Civil Engineering",2000,2005
c5dcf26d-97ac-47df-a2c0-e7a0ce5f4d9a,QUT (Queensland University of Technology),Bachelor of Built Environment,,
c5dcf26d-97ac-47df-a2c0-e7a0ce5f4d9a,QUT (Queensland University of Technology),Graduate Diploma in Perioperative Nursing,,
c5dcf26d-97ac-47df-a2c0-e7a0ce5f4d9a,Royal Brisbane Hospital,Certificate in Nursing - General Registration,,
c5e23f7f-bfe6-4280-9d13-1cdb425a82ac,University of Louisiana at Monroe,"General Studies, Insurance and Real Estate",1994,1998
c5e876ce-c59b-4eb7-a2f0-464c0f1783fa,Siena College,"BS, Computer Science",Sep-91,May-95
c5e876ce-c59b-4eb7-a2f0-464c0f1783fa,Siena College,"BS, Computer Science",Sep-91,May-95
c5e876ce-c59b-4eb7-a2f0-464c0f1783fa,University of Maryland University College,"MS, Computer Resource Management",Sep-99,5-Dec
c5e876ce-c59b-4eb7-a2f0-464c0f1783fa,University of Maryland University College,"MS, Computer Resource Management",Sep-99,5-Dec
c5eac55f-7eae-448c-b490-1f1664798219,Abant İzzet Baysal Üniversitesi,"Lisans Derecesi, Biyoloji, Genel",2001,2006
c5eac55f-7eae-448c-b490-1f1664798219,Abant İzzet Baysal Üniversitesi,"Yüksek Lisans (Master), Hayvan Fizyolojisi",2007,2010
c5f6fd83-8ffc-4c4d-9d6d-605e4b0a7d41,University of Greenwich,"Bachelor of Science (Hons) First Class, Computing",,
c600e916-703e-425a-a007-65bc14d2768a,Aristoteleion Panepistimion Thessalonikis,"BSc & MSc, Civil Engineering",2002,2008
c600e916-703e-425a-a007-65bc14d2768a,Columbia University in the City of New York,"Courses, Financial Engineering and Risk Management",2013,2013
c600e916-703e-425a-a007-65bc14d2768a,SKEMA Business School,"Master's degree, Project and Programme Management and Business Development",2014,2015
c600e916-703e-425a-a007-65bc14d2768a,University of Derby,Master of Business Administration (M.B.A.),2011,2013
c6067d62-4468-4eca-bb49-bf9864d49610,Loma Linda University,,,
c6067d62-4468-4eca-bb49-bf9864d49610,University of Redlands,,,
c618727c-b8a8-4602-94bd-57fe8362be51,San Diego Mesa College,,,
c619d70f-a018-4e69-b811-06cdbaba4a23,Royal Institute of Chartered Surveyors,MRICS Chartered Quantity Surveyor,,
c619d70f-a018-4e69-b811-06cdbaba4a23,Royal Institute of Chartered Surveyors,MRICS Chartered Quantity Surveyor,,
c619d70f-a018-4e69-b811-06cdbaba4a23,University of Amsterdam,"Bachelor of Science (BSc) (Hons), Civil Engineering",2002,2006
c619d70f-a018-4e69-b811-06cdbaba4a23,University of Amsterdam,"Bachelor of Science (BSc) (Hons), Civil Engineering",2002,2006
c63dce83-8934-41a1-b620-9d9b61e218c4,Stanford University,"Bachelor of Science (B.S.), Computer Science",2014,2018
c65a2998-80eb-41cc-a0ce-21e4bc9ba02c,DeVry University-California,"AA Equivelent, Industrial Electronics Technology/Technician",1984,1986
c65c5a48-4e00-4087-9bf1-32d56f705d8d,Westmont College,"Bachelor of Arts (B.A.), Psychology",2010,2014
c65c5a48-4e00-4087-9bf1-32d56f705d8d,Westmont College,"Bachelor of Arts (B.A.), Psychology",2010,2014
c65c99a8-cbb1-415f-b216-5ef276291208,The University of Salford,"BSc (Hons), Quantity Surveying",2002,2005
c65c99a8-cbb1-415f-b216-5ef276291208,The University of Salford,"HND, Building Studies",2000,2002
c65c99a8-cbb1-415f-b216-5ef276291208,The University of Salford,"Master of Science (MSc), Construction Law and Practice",2010,2012
c66b9a1a-871b-456c-92af-f7c6b7a90d22,East Carolina University,,,
c678de08-6778-4b74-a850-f8fc7da89330,San Diego State University,"BS, Mechanical Engineering",1994,1999
c678de08-6778-4b74-a850-f8fc7da89330,San Diego State University,MBA,2014,2016
c6806814-9d06-48d8-a84d-7aef6bf409ce,Loyola University Chicago,Graduate Nursing Classes,1988,1989
c6806814-9d06-48d8-a84d-7aef6bf409ce,National-Louis University,"Master’s Degree, Human Resources Management and Services",1989,1991
c6806814-9d06-48d8-a84d-7aef6bf409ce,Purdue University,"Bachelor’s Degree, Nursing",1982,1986
c6806814-9d06-48d8-a84d-7aef6bf409ce,University of Southern Indiana,Health Informatics Certificate,,
c69c67dd-81fb-42bb-8fc9-06307816393e,State Technical Institute,,1987 – 1988,
c69c67dd-81fb-42bb-8fc9-06307816393e,State Technical Institute,,1987 – 1988,
c69c67dd-81fb-42bb-8fc9-06307816393e,The University of Memphis,,1987 – 1988,
c69c67dd-81fb-42bb-8fc9-06307816393e,The University of Memphis,,1987 – 1988,
c69c67dd-81fb-42bb-8fc9-06307816393e,The University of Memphis,,1988 – 1990,
c69c67dd-81fb-42bb-8fc9-06307816393e,The University of Memphis,,1988 – 1990,
c69d203c-90cf-41f4-9531-ac66c048d8f0,Mississippi College,Nursing,1993,
c69d203c-90cf-41f4-9531-ac66c048d8f0,Texas Tech University Health Sciences Center,Healthcare Administration,,
c6b046b0-f714-49be-9d57-07b19c75a2b3,University of Mauritius,"Bachelor’s Degree, Finance, General",2012,2015
c6b7b68e-e5e1-41dc-bada-319023b208d7,Univerity of Durham,"BSc, Geography",1990,1993
c6b7b68e-e5e1-41dc-bada-319023b208d7,University of Bath,Master of Business Administration (MBA),1998,1999
c6b87485-2d40-4e70-b3e2-38520e6e80a8,Northumbria University,"Bachelor of Science (BSc), Quantity Surveying",1998,2003
c6c4e788-8a73-485f-85d0-fd57d08a2bff,Coventry University,"Bachelor of Applied Science (B.A.Sc.), European Engineering Business Management",2010,2011
c6c4e788-8a73-485f-85d0-fd57d08a2bff,Coventry University,"Bachelor of Applied Science (B.A.Sc.), European Engineering Business Management",2010,2011
c6c4e788-8a73-485f-85d0-fd57d08a2bff,Coventry University,"Master of Arts (MA), Marketing/Marketing Management, General",2011,2012
c6c4e788-8a73-485f-85d0-fd57d08a2bff,Coventry University,"Master of Arts (MA), Marketing/Marketing Management, General",2011,2012
c6c4e788-8a73-485f-85d0-fd57d08a2bff,IUT de Metz,"DUT, Gestion des Entreprises et des Administrations",2007,2010
c6c4e788-8a73-485f-85d0-fd57d08a2bff,IUT de Metz,"DUT, Gestion des Entreprises et des Administrations",2007,2010
c6c4e788-8a73-485f-85d0-fd57d08a2bff,Lycée Technique de Lallange (Luxembourg),"BAC - Diplôme de technicien, Division Administrative et Commerciale",2000,2007
c6c4e788-8a73-485f-85d0-fd57d08a2bff,Lycée Technique de Lallange (Luxembourg),"BAC - Diplôme de technicien, Division Administrative et Commerciale",2000,2007
c6cd7171-1315-437c-bd25-35bf2a922964,"Long Island University, C.W. Post Campus","Master of Business Administration (MBA), Management and Marketing",,
c6cd7171-1315-437c-bd25-35bf2a922964,State University of New York at Stony Brook,"Bachelor of Applied Science (B.A.Sc.), Electrical and Electronics Engineering",,
c6d7899b-36d1-4927-8600-5152d0051b46,Auburn University,,,
c6d95211-8968-4daf-b16b-257ed8a970f2,University of Colorado Boulder,"Bachelor of Science - BS, Mechanical Engineering",2015,2019
c6e40ce3-5ad2-4c7a-86cf-153e3ae9eaef,"University of California, San Diego","Bachelor of Arts (B.A.), Political science",,
c6e40ce3-5ad2-4c7a-86cf-153e3ae9eaef,"University of California, San Diego","Bachelor of Arts (B.A.), Political science",,
c6e40ce3-5ad2-4c7a-86cf-153e3ae9eaef,University of North Florida,"Master of Arts (M.A.), Public Administration",,
c6e40ce3-5ad2-4c7a-86cf-153e3ae9eaef,University of North Florida,"Master of Arts (M.A.), Public Administration",,
c6f026ff-ada5-4548-935b-58aff96e303c,University of Delaware,"Bachelor of Science (B.S.), Economics & Finance",2009,2012
c6f026ff-ada5-4548-935b-58aff96e303c,University of Delaware,"Bachelor of Science (B.S.), Economics & Finance",2009,2012
c6f026ff-ada5-4548-935b-58aff96e303c,University of Delaware - Lerner College of Business and Economics,"Bachelor of Science (B.S.), Finance",2009,2012
c6f026ff-ada5-4548-935b-58aff96e303c,University of Delaware - Lerner College of Business and Economics,"Bachelor of Science (B.S.), Finance",2009,2012
c6f145d8-784a-4885-a93e-75c1da4ce20c,The University of Texas at San Antonio,,1996 – 2000,
c6fc7943-2a8d-4a2c-99e6-a1bc9313fc64,Oracle University,Project Management in Primavera Rel. 7,2012,2012
c6fc7943-2a8d-4a2c-99e6-a1bc9313fc64,University of Sydney,"Bachelor of Commerce (BCom), Finance and Accounting",,
c6fc7943-2a8d-4a2c-99e6-a1bc9313fc64,University of Sydney,"Bachelor of Engineering (BEng), Civil Project Engineering & Management (Hons)",,
c6fc7943-2a8d-4a2c-99e6-a1bc9313fc64,University of Technology Sydney,Financial Analysis Certificate (FAC),2015,2015
c6fc7a59-4e2f-4d22-af92-d08783ddd93f,"Rutgers, The State University of New Jersey-New Brunswick","B.S., Biomedical Engineering",2006,2010
c6fc7a59-4e2f-4d22-af92-d08783ddd93f,"Rutgers, The State University of New Jersey-New Brunswick","B.S., Biomedical Engineering",2006,2010
c6fc7a59-4e2f-4d22-af92-d08783ddd93f,University of Maryland College Park,"Graduate Certificate, Bioengineering and Biomedical Engineering",2011,2013
c6fc7a59-4e2f-4d22-af92-d08783ddd93f,University of Maryland College Park,"Graduate Certificate, Bioengineering and Biomedical Engineering",2011,2013
c70007c6-8e9c-4aae-be8b-2146e37f5d7c,University of Pittsburgh College of Business Administration,"Bachelor of Applied Science (BASc), Business Administration; Marketing",2003,2007
c701fd03-02e1-4d16-a2b7-af7dbee9b4da,"Global Knowledge, (Accredited by Wake Technical Community College)","ITIL v3, Foundations",2013,2013
c701fd03-02e1-4d16-a2b7-af7dbee9b4da,Microskills Technical Education Center,,2003 – 2004,
c701fd03-02e1-4d16-a2b7-af7dbee9b4da,Prometric,,2011 – 2011,
c701fd03-02e1-4d16-a2b7-af7dbee9b4da,Self Training,"IBM Agile Explorer, Agile Project Management",2019,
c701fd03-02e1-4d16-a2b7-af7dbee9b4da,Self Training,"Microsoft Certified: Azure Fundamentals, AZ-900",2019,
c701fd03-02e1-4d16-a2b7-af7dbee9b4da,VMware Certification Course,VMware Certified Professional,2009,2009
c708d922-2f50-4c06-bd8a-7c081f20a282,Duke University,Master of Biomedical Engineering,2013,2015
c708d922-2f50-4c06-bd8a-7c081f20a282,Dwarkadas J. Sanghvi College of Engineering,"Bachelor of Engineering (B.E), Biomedical Engineering",2009,2013
c708d922-2f50-4c06-bd8a-7c081f20a282,Gyan Kendra Secondary School,,2001 – 2007,
c70fff04-15b1-45ab-aff0-f6ecc470e528,University of Southampton,,2010 – 2015,
c710b732-e903-4bbb-b238-8b30121733fa,The George Washington University Law School,"J.D., Law",2009,2011
c710b732-e903-4bbb-b238-8b30121733fa,"University of California, San Diego","B.S., Bioengineering; Management Science (Double Major)",2001,2006
c710b732-e903-4bbb-b238-8b30121733fa,University of San Diego School of Law,"J.D., Law",2008,2009
c71ba2b6-1ce8-43c2-a8e0-3a8b95a6b0a3,Université de Rouen,"Master's Degree, L.E.A.",2006,2011
c71cd623-965c-4926-a7c2-e212618563c8,ACCA,ACCA qualification candidate,2018,2021
c71cd623-965c-4926-a7c2-e212618563c8,University of Walter Sisulu,"Bachelor's degree, Accounting",2010,2012
c71ce36d-7753-4bd7-aad7-f67f31127102,Colmen University,"Bachelor's degree, Computer and Information Sciences, General",1998,2000
c71ce36d-7753-4bd7-aad7-f67f31127102,Montgomery High School,"Diploma, General Studies",1987,1990
c71ce36d-7753-4bd7-aad7-f67f31127102,San Francisco State University,,1996 – 1998,
c71ce36d-7753-4bd7-aad7-f67f31127102,San Francisco State University,Business Administration/Accounting,1996,1998
c72d993e-5f07-4d46-b6f7-4d344e59c957,Arizona State University,"BS, Communication",,
c72d993e-5f07-4d46-b6f7-4d344e59c957,California School of Professional Psychology - Cornerstone Court,"MA, Organizational Behavior",,
c7307098-a25d-425c-92e4-9b8b925c75b3,The Manchester Metropolitan University,"BSc(hons), Geography",2002,2006
c7307098-a25d-425c-92e4-9b8b925c75b3,University of Liverpool,"MCD, Town Planning",2006,2007
c7308a95-1418-4d72-85f7-6a163b6f771d,Bowling Green State University,"Bachelor of Business Administration (B.B.A.), Business Administration and Management, General",2008,2012
c735b2b4-b4ba-48b4-bdd6-7d1d294a1766,California Polytechnic State University-San Luis Obispo,,,
c738b393-c05f-4a21-88dc-1d7ded28b783,The Ohio State University College of Arts and Sciences,"Bachelor of Science (B.S.), Biology/Biological Sciences, General",2012,2016
c73fe657-5dfe-4ad0-8471-685980c19be8,University of San Diego,"BA, Psychology",1996,1999
c7449afb-1f69-4784-a5ac-31130b597655,"General Technical Secondary School, Gdynia, Poland",A-Levels,1995,2000
c7449afb-1f69-4784-a5ac-31130b597655,"General Technical Secondary School, Gdynia, Poland",A-Levels,1995,2000
c7449afb-1f69-4784-a5ac-31130b597655,"Polish Open University, Warsaw, Poland",Finance Management,2011,2015
c7449afb-1f69-4784-a5ac-31130b597655,"Polish Open University, Warsaw, Poland",Finance Management,2011,2015
c7449afb-1f69-4784-a5ac-31130b597655,"Technical University, Gdansk, Poland",Environmental engineering,2002,2004
c7449afb-1f69-4784-a5ac-31130b597655,"Technical University, Gdansk, Poland",Environmental engineering,2002,2004
c7482553-3385-4667-9717-38e79b166391,Universitatea „Babeș-Bolyai” din Cluj-Napoca,"Bachelor's degree, Psychology",2013,2016
c7482553-3385-4667-9717-38e79b166391,University of Luxembourg,"Master in Psychology: Evaluation and Assessment, Psychology",2016,2018
c748a759-7368-4b5d-9ef3-4ca5c1e680d4,Bachelor of Arts Degree,,,
c748a759-7368-4b5d-9ef3-4ca5c1e680d4,ICSA Diploma,,,
c748a759-7368-4b5d-9ef3-4ca5c1e680d4,"STEP Diploma, ICSA Diploma, BA Degree",,,
c74db78e-5e14-4aeb-8202-b14358022ba8,AVADO,"CIPD Level 5, HR",2019,2020
c74db78e-5e14-4aeb-8202-b14358022ba8,AVADO,"CIPD Level 5, HR",2019,2020
c74db78e-5e14-4aeb-8202-b14358022ba8,Beaulieu Convent School,,2007 – 2014,
c74db78e-5e14-4aeb-8202-b14358022ba8,Beaulieu Convent School,,2007 – 2014,
c74db78e-5e14-4aeb-8202-b14358022ba8,Highlands College Jersey,"CIPD Level 3 (foundation), HR",2016,2017
c74db78e-5e14-4aeb-8202-b14358022ba8,Highlands College Jersey,"CIPD Level 3 (foundation), HR",2016,2017
c74db78e-5e14-4aeb-8202-b14358022ba8,Highlands College Jersey,Introduction into HR Administration Certificate,2015,2015
c74db78e-5e14-4aeb-8202-b14358022ba8,Highlands College Jersey,Introduction into HR Administration Certificate,2015,2015
c74db78e-5e14-4aeb-8202-b14358022ba8,KPMG Channel Islands,ICA Certificate in Anti Money Laundering,2015,2015
c74db78e-5e14-4aeb-8202-b14358022ba8,KPMG Channel Islands,ICA Certificate in Anti Money Laundering,2015,2015
c750c90f-3e7f-4bb2-b08f-a2f861bc1d3d,La Trobe University,"Bachelor of Nursing, Medicine",2008,2011
c750c90f-3e7f-4bb2-b08f-a2f861bc1d3d,RMIT University,"Digital Health Strategy and Change, Health/Health Care Administration/Management",2020,
c7637fe0-8d5a-49af-9249-48a3dd3ce645,Nihon University,Economics,1999,2003
c7681591-ddf9-43b1-a33c-ee10c5760948,Vanguard University of Southern California,Bachelor of Business Administration (B.B.A.),,
c7687a04-5c44-4122-8c44-e60f5d637bc5,"University of California, Irvine","Bachelor of Science (BS), Biological Sciences and Sociology",2001,2005
c7687a04-5c44-4122-8c44-e60f5d637bc5,Western University of Health Sciences,"Doctor of Osteopathic Medicine (D.O.), Medicine",2005,2009
c76914d8-18e8-4759-83db-3538b145ece2,Cornell University,"Certificate, Change Leadership",,
c76914d8-18e8-4759-83db-3538b145ece2,San Diego State University,"Bachelor of Arts, Industrial Sociology",,
c76914d8-18e8-4759-83db-3538b145ece2,"University of California, San Diego","Certificate, HR Management",,
c76c8dc7-3175-4e53-8376-1afa686f8bc2,"IHS, Erasmus University Rotterdam","Msc.Urban Management and Development, Urban Land Development",2015,2016
