,number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,state
121,121,0.8271535580524343,2021-04-16 00:18:09.012334,2021-04-16 00:18:09.543593,0 days 00:00:00.531259,0.5194255216159549,0.1,30,186,1e-05,6,2.0,0.0,0.6322088409450253,COMPLETE
122,122,0.8260549313358302,2021-04-16 00:18:09.544593,2021-04-16 00:18:10.077078,0 days 00:00:00.532485,0.49159954332561095,0.1,29,167,1e-05,7,2.0,0.0,0.7180438037839292,COMPLETE
123,123,0.8305493133583021,2021-04-16 00:18:10.078078,2021-04-16 00:18:10.601362,0 days 00:00:00.523284,0.49449444901415873,0.1,27,179,1e-05,9,2.0,0.0,0.6663923143523898,COMPLETE
124,124,0.8081023720349563,2021-04-16 00:18:10.602363,2021-04-16 00:18:11.650484,0 days 00:00:01.048121,0.4939987669092211,0.1,28,179,1e-05,12,0.1,0.0,0.6819773534535333,COMPLETE
125,125,0.7979900124843946,2021-04-16 00:18:11.651485,2021-04-16 00:18:12.000111,0 days 00:00:00.348626,0.48477857287256276,0.1,27,147,1e-05,9,7.0,0.0,0.6154082443965846,COMPLETE
126,126,0.828302122347066,2021-04-16 00:18:12.001112,2021-04-16 00:18:12.522082,0 days 00:00:00.520970,0.518098800585756,0.1,24,207,1e-05,7,2.0,0.0,0.6544639279781154,COMPLETE
127,127,0.8193008739076155,2021-04-16 00:18:12.524084,2021-04-16 00:18:13.013340,0 days 00:00:00.489256,0.5078334826313776,0.1,22,153,0.001,15,2.0,5.0,0.7426350060567336,COMPLETE
128,128,0.826067415730337,2021-04-16 00:18:13.014340,2021-04-16 00:18:13.521802,0 days 00:00:00.507462,0.5019706931127155,0.1,32,176,1e-05,8,2.0,0.0,0.6409816093102075,COMPLETE
129,129,0.8294132334581773,2021-04-16 00:18:13.522802,2021-04-16 00:18:14.033880,0 days 00:00:00.511078,0.4951884256357067,0.1,27,189,0.1,9,2.0,0.0,0.6964264352182743,COMPLETE
130,130,0.8271785268414481,2021-04-16 00:18:14.034880,2021-04-16 00:18:14.564996,0 days 00:00:00.530116,0.48950907309911584,0.1,23,128,1e-05,13,2.0,0.0,0.709932711937891,COMPLETE
131,131,0.616167290886392,2021-04-16 00:18:14.565997,2021-04-16 00:18:14.793782,0 days 00:00:00.227785,0.48428573207498543,0.1,26,168,1000.0,11,2.0,0.0,0.6704973881218745,COMPLETE
132,132,0.7912484394506866,2021-04-16 00:18:14.795298,2021-04-16 00:18:15.124308,0 days 00:00:00.329010,0.47846576477245184,0.1,26,143,1e-05,10,10.0,0.0,0.6736218469545365,COMPLETE
133,133,0.7867665418227217,2021-04-16 00:18:15.126577,2021-04-16 00:18:15.446763,0 days 00:00:00.320186,0.5076104644852567,0.1,24,199,10.0,9,2.0,50.0,0.7267885482146874,COMPLETE
134,134,0.823820224719101,2021-04-16 00:18:15.447762,2021-04-16 00:18:15.927201,0 days 00:00:00.479439,0.4720689248513993,0.1,28,159,1.0,11,2.0,1.0,0.7003840515312392,COMPLETE
135,135,0.8271660424469414,2021-04-16 00:18:15.929200,2021-04-16 00:18:16.438663,0 days 00:00:00.509463,0.5158759598790975,0.1,29,155,1.0,12,2.0,0.0,0.752658842695222,COMPLETE
136,136,0.616167290886392,2021-04-16 00:18:16.439664,2021-04-16 00:18:16.690007,0 days 00:00:00.250343,0.49969965942874206,0.1,21,135,10000.0,12,50.0,100.0,0.64047094774311,COMPLETE
137,137,0.8328089887640451,2021-04-16 00:18:16.691007,2021-04-16 00:18:17.178450,0 days 00:00:00.487443,0.4793135371749217,0.1,27,180,1.0,7,2.0,0.0,0.6811480220755793,COMPLETE
138,138,0.8238077403245943,2021-04-16 00:18:17.179451,2021-04-16 00:18:17.690823,0 days 00:00:00.511372,0.4697059317634257,0.1,31,180,1e-05,7,2.0,0.0,0.6006379977728469,COMPLETE
139,139,0.8294257178526842,2021-04-16 00:18:17.692438,2021-04-16 00:18:18.193720,0 days 00:00:00.501282,0.4671312216849693,0.1,30,194,1.0,18,2.0,0.0,0.6882366083705618,COMPLETE
140,140,0.8226966292134831,2021-04-16 00:18:18.194721,2021-04-16 00:18:18.671398,0 days 00:00:00.476677,0.4813685906077466,0.1,27,117,1.0,10,2.0,0.0,0.6583097424207804,COMPLETE
141,141,0.8282896379525593,2021-04-16 00:18:18.672398,2021-04-16 00:18:19.154836,0 days 00:00:00.482438,0.48927409974122116,0.1,26,146,1.0,14,2.0,0.0,0.7189909264889676,COMPLETE
142,142,0.828314606741573,2021-04-16 00:18:19.155837,2021-04-16 00:18:19.638753,0 days 00:00:00.482916,0.4924841859933535,0.1,25,172,1.0,11,2.0,0.0,0.6941458838484443,COMPLETE
143,143,0.8294257178526842,2021-04-16 00:18:19.639753,2021-04-16 00:18:20.130497,0 days 00:00:00.490744,0.49735045408777745,0.1,24,159,1.0,8,2.0,0.0,0.7371140554237701,COMPLETE
144,144,0.828314606741573,2021-04-16 00:18:20.131498,2021-04-16 00:18:20.619262,0 days 00:00:00.487764,0.48552615293679535,0.1,27,184,1.0,9,2.0,0.0,0.6786657202712821,COMPLETE
145,145,0.8103495630461923,2021-04-16 00:18:20.620262,2021-04-16 00:18:21.009714,0 days 00:00:00.389452,0.4600424301541032,0.1,28,126,1e-05,6,5.0,0.0,0.6480071818235793,COMPLETE
146,146,0.819338327091136,2021-04-16 00:18:21.010715,2021-04-16 00:18:21.491623,0 days 00:00:00.480908,0.5033385417618608,0.1,23,165,1.0,6,2.0,0.0,0.6281964656774706,COMPLETE
147,147,0.616167290886392,2021-04-16 00:18:21.493624,2021-04-16 00:18:21.717080,0 days 00:00:00.223456,0.479806378502521,0.1,26,151,100.0,7,100.0,0.0,0.6675113543639246,COMPLETE
148,148,0.8271910112359551,2021-04-16 00:18:21.719081,2021-04-16 00:18:22.215680,0 days 00:00:00.496599,0.4752644715642421,0.1,25,138,1.0,13,2.0,0.0,0.7085694762783813,COMPLETE
149,149,0.8384019975031209,2021-04-16 00:18:22.216680,2021-04-16 00:18:22.725269,0 days 00:00:00.508589,0.47678763283424297,0.1,26,171,0.001,8,2.0,0.0,0.6774029214752249,COMPLETE
150,150,0.8282896379525593,2021-04-16 00:18:22.727269,2021-04-16 00:18:23.224727,0 days 00:00:00.497458,0.5104865719695003,0.1,28,179,0.001,8,2.0,5.0,0.7546366058405284,COMPLETE
151,151,0.8327840199750313,2021-04-16 00:18:23.225727,2021-04-16 00:18:23.740712,0 days 00:00:00.514985,0.4770113641018206,0.1,27,171,1e-05,10,2.0,0.0,0.6633806678400394,COMPLETE
152,152,0.832796504369538,2021-04-16 00:18:23.741712,2021-04-16 00:18:24.275839,0 days 00:00:00.534127,0.47471297941752527,0.1,27,170,0.001,10,2.0,0.0,0.658543439588746,COMPLETE
153,153,0.8294382022471911,2021-04-16 00:18:24.276839,2021-04-16 00:18:24.782299,0 days 00:00:00.505460,0.47442242489397146,0.1,29,187,0.001,9,2.0,0.0,0.6503352968756888,COMPLETE
154,154,0.8249188514357053,2021-04-16 00:18:24.783299,2021-04-16 00:18:25.279819,0 days 00:00:00.496520,0.4728962897203871,0.1,29,215,0.001,9,2.0,0.0,0.619191473443581,COMPLETE
155,155,0.8339200998751559,2021-04-16 00:18:25.281820,2021-04-16 00:18:25.844481,0 days 00:00:00.562661,0.5797127832383319,0.1,27,198,0.001,10,2.0,0.0,0.6494422545139508,COMPLETE
156,156,0.7890761548064918,2021-04-16 00:18:25.845482,2021-04-16 00:18:26.232010,0 days 00:00:00.386528,0.565249850787535,0.01,27,213,0.001,8,7.0,0.0,0.6098375629527509,COMPLETE
157,157,0.7924594257178527,2021-04-16 00:18:26.234010,2021-04-16 00:18:26.736024,0 days 00:00:00.502014,0.5662931346680858,0.001,28,198,0.001,9,2.0,0.0,0.5867803040182178,COMPLETE
158,158,0.8058551810237203,2021-04-16 00:18:26.738026,2021-04-16 00:18:27.231376,0 days 00:00:00.493350,0.46632903477516335,0.1,27,229,0.001,10,0.1,50.0,0.6959621536755934,COMPLETE
159,159,0.8282896379525593,2021-04-16 00:18:27.232376,2021-04-16 00:18:27.737000,0 days 00:00:00.504624,0.4621991929381209,0.1,25,174,0.001,10,2.0,0.0,0.6400244354300082,COMPLETE
160,160,0.828314606741573,2021-04-16 00:18:27.738000,2021-04-16 00:18:28.314943,0 days 00:00:00.576943,0.5999420869190408,0.1,34,170,0.001,6,2.0,1.0,0.657781625862033,COMPLETE
161,161,0.830561797752809,2021-04-16 00:18:28.315943,2021-04-16 00:18:28.885461,0 days 00:00:00.569518,0.5889980027852524,0.1,28,191,0.001,8,2.0,0.0,0.6508323288156825,COMPLETE
162,162,0.8339200998751561,2021-04-16 00:18:28.886462,2021-04-16 00:18:29.396013,0 days 00:00:00.509551,0.551316893245068,0.1,27,199,0.001,8,2.0,0.0,0.6883196431468532,COMPLETE
163,163,0.818214731585518,2021-04-16 00:18:29.398016,2021-04-16 00:18:29.904977,0 days 00:00:00.506961,0.581066551138382,0.1,31,205,0.001,8,2.0,0.0,0.3791233350076503,COMPLETE
164,164,0.8316853932584269,2021-04-16 00:18:29.906979,2021-04-16 00:18:30.504943,0 days 00:00:00.597964,0.5914259825976718,0.1,28,188,0.001,7,2.0,0.0,0.6652881236550604,COMPLETE
165,165,0.8339200998751559,2021-04-16 00:18:30.506945,2021-04-16 00:18:31.068342,0 days 00:00:00.561397,0.5908916235766852,0.1,30,201,0.001,7,2.0,0.0,0.6343566409705299,COMPLETE
166,166,0.7968539325842696,2021-04-16 00:18:31.070343,2021-04-16 00:18:31.409083,0 days 00:00:00.338740,0.5932521176190265,0.1,30,217,0.001,6,10.0,0.0,0.6322219383589218,COMPLETE
167,167,0.8283021223470662,2021-04-16 00:18:31.410083,2021-04-16 00:18:31.996616,0 days 00:00:00.586533,0.5856193315889788,0.1,28,198,0.001,7,2.0,0.0,0.6859563963460015,COMPLETE
168,168,0.828314606741573,2021-04-16 00:18:31.997617,2021-04-16 00:18:32.590645,0 days 00:00:00.593028,0.5767301841066234,0.1,29,206,0.001,44,2.0,0.0,0.6264906410153631,COMPLETE
169,169,0.8058302122347065,2021-04-16 00:18:32.592644,2021-04-16 00:18:33.034470,0 days 00:00:00.441826,0.5864519382729734,0.1,28,189,0.001,8,2.0,100.0,0.5576510247132869,COMPLETE
170,170,0.8294382022471909,2021-04-16 00:18:33.034470,2021-04-16 00:18:33.604885,0 days 00:00:00.570415,0.595352958646141,0.1,30,235,0.001,7,2.0,0.0,0.6520804522597418,COMPLETE
171,171,0.8316853932584269,2021-04-16 00:18:33.605887,2021-04-16 00:18:34.118947,0 days 00:00:00.513060,0.5479870420609024,0.1,27,190,0.001,10,2.0,0.0,0.7083151018090376,COMPLETE
172,172,0.828314606741573,2021-04-16 00:18:34.120948,2021-04-16 00:18:34.641695,0 days 00:00:00.520747,0.5565983337606278,0.1,32,201,0.001,11,2.0,0.0,0.7105849589340678,COMPLETE
173,173,0.8305368289637952,2021-04-16 00:18:34.643695,2021-04-16 00:18:35.148154,0 days 00:00:00.504459,0.5422269430450609,0.1,28,189,0.001,6,2.0,0.0,0.6670303507440309,COMPLETE
174,174,0.8328089887640449,2021-04-16 00:18:35.150156,2021-04-16 00:18:35.737778,0 days 00:00:00.587622,0.5731177275592807,0.1,26,193,0.001,7,2.0,0.0,0.6981831458566474,COMPLETE
175,175,0.7823220973782771,2021-04-16 00:18:35.739257,2021-04-16 00:18:36.005504,0 days 00:00:00.266247,0.5692725984922283,0.1,26,191,0.001,9,50.0,0.0,0.699933049221025,COMPLETE
176,176,0.8305493133583021,2021-04-16 00:18:36.007507,2021-04-16 00:18:36.610498,0 days 00:00:00.602991,0.5739758951018478,0.1,26,213,0.001,8,2.0,0.0,0.7198305317899775,COMPLETE
177,177,0.8271785268414483,2021-04-16 00:18:36.612499,2021-04-16 00:18:37.176187,0 days 00:00:00.563688,0.5846152419883788,0.1,27,183,0.001,7,2.0,0.0,0.6458634974198263,COMPLETE
178,178,0.8339076154806492,2021-04-16 00:18:37.177188,2021-04-16 00:18:37.752054,0 days 00:00:00.574866,0.5895668432889459,0.1,29,196,0.001,10,2.0,0.0,0.6866353681727785,COMPLETE
179,179,0.8316729088639201,2021-04-16 00:18:37.754056,2021-04-16 00:18:38.276798,0 days 00:00:00.522742,0.5573608201746302,0.1,29,202,0.001,11,2.0,0.0,0.6871112601062922,COMPLETE
180,180,0.8339200998751561,2021-04-16 00:18:38.278799,2021-04-16 00:18:38.798421,0 days 00:00:00.519622,0.558934644318643,0.1,29,224,0.001,10,2.0,0.0,0.6846589399174271,COMPLETE
181,181,0.8327840199750313,2021-04-16 00:18:38.799422,2021-04-16 00:18:39.318831,0 days 00:00:00.519409,0.5560554110012743,0.1,30,203,0.001,10,2.0,0.0,0.6886319877877218,COMPLETE
182,182,0.8316604244694131,2021-04-16 00:18:39.319830,2021-04-16 00:18:39.832296,0 days 00:00:00.512466,0.5468966794395161,0.1,30,221,0.001,10,2.0,0.0,0.7002495939957596,COMPLETE
183,183,0.8339076154806492,2021-04-16 00:18:39.833296,2021-04-16 00:18:40.358851,0 days 00:00:00.525555,0.5579627219077758,0.1,31,230,0.001,10,2.0,0.0,0.6772124939227188,COMPLETE
184,184,0.835043695380774,2021-04-16 00:18:40.359851,2021-04-16 00:18:40.869077,0 days 00:00:00.509226,0.5556231227698337,0.1,29,254,0.001,12,2.0,0.0,0.6805544038595067,COMPLETE
185,185,0.832796504369538,2021-04-16 00:18:40.871079,2021-04-16 00:18:41.381415,0 days 00:00:00.510336,0.5565774446735479,0.1,32,251,0.001,12,2.0,0.0,0.6828359718920328,COMPLETE
186,186,0.8305368289637952,2021-04-16 00:18:41.382416,2021-04-16 00:18:41.900032,0 days 00:00:00.517616,0.5570275688646842,0.1,33,257,0.001,11,2.0,0.0,0.6784639736039255,COMPLETE
187,187,0.8316853932584269,2021-04-16 00:18:41.902034,2021-04-16 00:18:42.446846,0 days 00:00:00.544812,0.5524791291922834,0.1,31,240,0.001,12,2.0,0.0,0.685796920827609,COMPLETE
188,188,0.8316978776529338,2021-04-16 00:18:42.448847,2021-04-16 00:18:43.017910,0 days 00:00:00.569063,0.5739478092103631,0.1,33,246,0.001,12,2.0,0.0,0.6581440917295366,COMPLETE
189,189,0.826067415730337,2021-04-16 00:18:43.018911,2021-04-16 00:18:43.525646,0 days 00:00:00.506735,0.5615186958378717,0.1,31,233,0.001,10,2.0,0.0,0.6410433504832825,COMPLETE
190,190,0.8327715355805244,2021-04-16 00:18:43.526646,2021-04-16 00:18:44.040883,0 days 00:00:00.514237,0.5615896690962667,0.1,32,229,0.001,13,2.0,0.0,0.720167547061678,COMPLETE
191,191,0.8316604244694131,2021-04-16 00:18:44.041884,2021-04-16 00:18:44.580535,0 days 00:00:00.538651,0.5606986110312654,0.1,34,223,0.001,13,2.0,0.0,0.7212271237106194,COMPLETE
192,192,0.832796504369538,2021-04-16 00:18:44.581536,2021-04-16 00:18:45.100177,0 days 00:00:00.518641,0.5542018052683502,0.1,32,250,0.001,12,2.0,0.0,0.681179092281175,COMPLETE
193,193,0.832796504369538,2021-04-16 00:18:45.101178,2021-04-16 00:18:45.614105,0 days 00:00:00.512927,0.5544286172141977,0.1,30,262,0.001,12,2.0,0.0,0.6788816594930657,COMPLETE
194,194,0.8339200998751561,2021-04-16 00:18:45.615106,2021-04-16 00:18:46.122568,0 days 00:00:00.507462,0.5529960792042659,0.1,30,249,0.001,14,2.0,0.0,0.6816457719649863,COMPLETE
195,195,0.832796504369538,2021-04-16 00:18:46.123568,2021-04-16 00:18:46.647389,0 days 00:00:00.523821,0.5516431394641668,0.1,32,249,0.001,14,2.0,0.0,0.6748375553206191,COMPLETE
196,196,0.8092259675405742,2021-04-16 00:18:46.648390,2021-04-16 00:18:47.034256,0 days 00:00:00.385866,0.5437408866747726,0.1,31,247,0.001,12,5.0,0.0,0.6969523289302451,COMPLETE
197,197,0.8227091136079899,2021-04-16 00:18:47.036258,2021-04-16 00:18:47.548386,0 days 00:00:00.512128,0.5528229476475336,0.1,30,270,0.001,14,2.0,0.0,0.6298326435783721,COMPLETE
198,198,0.616167290886392,2021-04-16 00:18:47.549386,2021-04-16 00:18:47.795369,0 days 00:00:00.245983,0.5374123922021734,0.1,32,255,0.001,15,100.0,0.0,0.665120002881027,COMPLETE
199,199,0.8361548064918851,2021-04-16 00:18:47.796358,2021-04-16 00:18:48.336247,0 days 00:00:00.539889,0.551123855064663,0.1,31,253,0.001,14,2.0,0.0,0.6819458250929328,COMPLETE
